sex,length,diameter,height,whole_weight,shucked_weight,viscera_weight,shell_weight,target
1,0.63,0.485,0.19,1.2435,0.4635,0.3055,0.39,21.0
1,0.565,0.505,0.21,1.2765,0.501,0.27899999999999997,0.355,12.0
1,0.55,0.43,0.14,0.84,0.375,0.218,0.1945,8.0
0,0.555,0.445,0.135,0.836,0.336,0.1625,0.275,13.0
1,0.67,0.505,0.205,1.3645,0.6075,0.3025,0.353,9.0
0,0.545,0.41,0.12,0.7929999999999999,0.434,0.1405,0.19,9.0
0,0.545,0.42,0.13,0.879,0.374,0.1695,0.23,13.0
0,0.4,0.29,0.115,0.2795,0.1115,0.0575,0.075,9.0
1,0.505,0.39,0.125,0.5445,0.24600000000000002,0.15,0.1405,7.0
1,0.62,0.48,0.175,1.0405,0.46399999999999997,0.2225,0.3,9.0
2,0.28,0.205,0.055,0.1135,0.045,0.0275,0.0335,7.0
2,0.385,0.265,0.08,0.251,0.124,0.037000000000000005,0.07,6.0
0,0.645,0.51,0.195,1.226,0.5885,0.2215,0.3745,10.0
0,0.735,0.59,0.215,1.7469999999999999,0.7275,0.40299999999999997,0.557,11.0
1,0.545,0.415,0.2,1.358,0.5670000000000001,0.318,0.40299999999999997,10.0
2,0.48,0.365,0.1,0.461,0.2205,0.0835,0.135,8.0
0,0.62,0.48,0.15,1.266,0.6285,0.2575,0.309,12.0
0,0.65,0.525,0.185,1.6219999999999999,0.6645,0.3225,0.47700000000000004,10.0
2,0.41,0.315,0.095,0.2805,0.114,0.0345,0.11,7.0
0,0.645,0.5,0.19,1.5595,0.741,0.3715,0.3845,14.0
2,0.36,0.265,0.075,0.1845,0.083,0.0365,0.055,7.0
0,0.59,0.445,0.14,0.9309999999999999,0.35600000000000004,0.23399999999999999,0.28,12.0
1,0.64,0.505,0.165,1.2235,0.5215,0.2695,0.36,10.0
2,0.44,0.34,0.12,0.43799999999999994,0.2115,0.083,0.12,9.0
2,0.48,0.38,0.125,0.6245,0.3395,0.1085,0.1665,8.0
0,0.195,0.145,0.05,0.032,0.01,0.008,0.012,4.0
0,0.59,0.475,0.145,1.053,0.4415,0.262,0.325,15.0
2,0.495,0.38,0.135,0.5095,0.2065,0.1165,0.165,8.0
0,0.485,0.37,0.13,0.526,0.2485,0.105,0.1555,6.0
1,0.505,0.38,0.135,0.6855,0.361,0.1565,0.161,9.0
0,0.63,0.505,0.17,1.0915,0.4615,0.266,0.3,9.0
2,0.495,0.355,0.12,0.4965,0.214,0.1045,0.1495,8.0
1,0.65,0.545,0.175,1.5245,0.59,0.326,0.495,10.0
2,0.37,0.275,0.14,0.2215,0.09699999999999999,0.0455,0.0615,6.0
2,0.425,0.325,0.11,0.3335,0.17300000000000001,0.045,0.1,7.0
2,0.17,0.13,0.095,0.03,0.013000000000000001,0.008,0.01,4.0
1,0.6,0.48,0.18,1.0645,0.4495,0.2455,0.325,10.0
0,0.425,0.35,0.105,0.39299999999999996,0.13,0.063,0.165,9.0
0,0.675,0.515,0.15,1.3119999999999998,0.556,0.2845,0.4115,11.0
1,0.575,0.46,0.165,1.124,0.2985,0.1785,0.44,13.0
2,0.555,0.45,0.175,0.738,0.304,0.1755,0.22,9.0
1,0.65,0.51,0.155,1.189,0.483,0.278,0.3645,13.0
2,0.31,0.225,0.07,0.1055,0.435,0.015,0.04,5.0
1,0.695,0.565,0.19,1.7635,0.7465,0.39899999999999997,0.4975,11.0
1,0.52,0.405,0.115,0.7759999999999999,0.32,0.1845,0.22,8.0
0,0.59,0.44,0.15,0.9555,0.366,0.2425,0.295,11.0
1,0.73,0.58,0.19,1.7375,0.6785,0.4345,0.52,11.0
0,0.665,0.52,0.175,1.3725,0.606,0.32,0.395,12.0
1,0.685,0.54,0.16,1.6675,0.833,0.3775,0.475,11.0
1,0.415,0.305,0.13,0.32,0.1305,0.0755,0.105,8.0
2,0.385,0.29,0.085,0.2505,0.11199999999999999,0.061,0.08,8.0
1,0.445,0.355,0.15,0.485,0.18100000000000002,0.125,0.155,11.0
1,0.65,0.5,0.16,1.3825,0.7020000000000001,0.304,0.3195,9.0
2,0.495,0.375,0.14,0.494,0.18100000000000002,0.0975,0.191,8.0
1,0.615,0.52,0.15,1.3435,0.629,0.2605,0.345,10.0
0,0.65,0.485,0.14,1.175,0.475,0.2435,0.215,8.0
0,0.525,0.395,0.13,0.7635,0.3375,0.1425,0.225,8.0
0,0.59,0.485,0.12,0.9109999999999999,0.39,0.182,0.29,16.0
1,0.585,0.45,0.17,0.8685,0.3325,0.1635,0.27,22.0
2,0.38,0.285,0.095,0.243,0.0895,0.0665,0.075,7.0
0,0.645,0.515,0.24,1.5415,0.47100000000000003,0.369,0.535,13.0
1,0.605,0.485,0.16,1.0565,0.37,0.2355,0.355,10.0
0,0.535,0.435,0.15,0.7170000000000001,0.3475,0.1445,0.19399999999999998,9.0
0,0.645,0.5,0.175,1.286,0.5645,0.28800000000000003,0.386,12.0
2,0.42,0.32,0.115,0.376,0.16899999999999998,0.092,0.1,5.0
1,0.55,0.415,0.135,0.8145,0.4270000000000001,0.1855,0.175,8.0
1,0.605,0.47,0.155,0.9740000000000001,0.39299999999999996,0.22399999999999998,0.3345,9.0
0,0.53,0.435,0.155,0.6990000000000001,0.28800000000000003,0.1595,0.205,10.0
1,0.37,0.275,0.1,0.2225,0.09300000000000001,0.026000000000000002,0.08,8.0
2,0.545,0.435,0.135,0.7715,0.3720000000000001,0.14800000000000002,0.22699999999999998,8.0
2,0.355,0.27,0.075,0.1775,0.079,0.0315,0.054000000000000006,6.0
0,0.505,0.38,0.13,0.6559999999999999,0.22699999999999998,0.1785,0.22,13.0
1,0.605,0.515,0.17,1.2890000000000001,0.6,0.2945,0.3315,9.0
0,0.515,0.39,0.155,0.7125,0.3695,0.13699999999999998,0.155,7.0
0,0.415,0.325,0.14,0.41700000000000004,0.1535,0.1015,0.14400000000000002,10.0
2,0.505,0.355,0.125,0.601,0.25,0.1205,0.185,8.0
0,0.575,0.455,0.155,1.013,0.4685,0.2085,0.295,11.0
2,0.485,0.38,0.14,0.6729999999999999,0.2175,0.13,0.195,18.0
2,0.335,0.25,0.08,0.183,0.0735,0.04,0.0575,6.0
0,0.625,0.475,0.16,1.0845,0.5005,0.2355,0.3105,10.0
0,0.58,0.455,0.135,0.7955,0.405,0.16699999999999998,0.204,10.0
1,0.54,0.385,0.14,0.7655,0.3265,0.11599999999999999,0.2365,10.0
0,0.445,0.32,0.12,0.414,0.19899999999999998,0.09,0.11699999999999999,7.0
0,0.725,0.575,0.24,2.21,1.351,0.413,0.5015,13.0
0,0.565,0.445,0.145,0.9255,0.4345,0.212,0.2475,9.0
2,0.385,0.28,0.125,0.244,0.102,0.038,0.085,6.0
1,0.615,0.515,0.17,1.14,0.4305,0.2245,0.42,16.0
2,0.615,0.49,0.155,0.9885,0.4145,0.195,0.345,13.0
1,0.61,0.45,0.16,1.136,0.414,0.311,0.3,9.0
0,0.525,0.415,0.145,0.845,0.3525,0.1635,0.2875,8.0
1,0.43,0.325,0.115,0.3865,0.1475,0.1065,0.11,11.0
0,0.71,0.575,0.215,2.009,0.9895,0.4475,0.502,11.0
2,0.58,0.445,0.15,0.8865,0.38299999999999995,0.209,0.255,11.0
0,0.36,0.295,0.1,0.2105,0.066,0.0525,0.075,9.0
0,0.645,0.5,0.175,1.3375,0.5539999999999999,0.308,0.415,10.0
1,0.455,0.365,0.115,0.4305,0.184,0.10800000000000001,0.1245,8.0
2,0.445,0.34,0.145,0.434,0.1945,0.0905,0.13,7.0
2,0.405,0.31,0.09,0.312,0.138,0.06,0.087,8.0
1,0.605,0.46,0.17,1.122,0.34700000000000003,0.3045,0.315,13.0
2,0.36,0.27,0.085,0.196,0.0875,0.035,0.064,4.0
0,0.5,0.4,0.165,0.825,0.254,0.205,0.285,13.0
0,0.65,0.515,0.175,1.466,0.677,0.3045,0.4,10.0
1,0.58,0.45,0.235,1.071,0.3,0.20600000000000002,0.395,14.0
2,0.45,0.35,0.145,0.525,0.2085,0.1,0.1655,15.0
1,0.61,0.495,0.185,1.1085,0.3705,0.3135,0.33,12.0
2,0.48,0.37,0.125,0.5435,0.244,0.10099999999999999,0.165,9.0
2,0.325,0.24,0.075,0.187,0.0825,0.0445,0.05,6.0
2,0.38,0.275,0.095,0.1375,0.086,0.0585,0.0605,7.0
1,0.345,0.25,0.09,0.203,0.078,0.059000000000000004,0.055,6.0
1,0.63,0.5,0.175,1.1105,0.467,0.268,0.32899999999999996,10.0
1,0.605,0.495,0.19,1.4369999999999998,0.469,0.2655,0.41,15.0
0,0.565,0.435,0.15,0.99,0.5795,0.1825,0.20600000000000002,8.0
1,0.58,0.46,0.15,1.1155,0.5575,0.2255,0.29,7.0
1,0.575,0.46,0.16,1.103,0.5379999999999999,0.221,0.249,9.0
0,0.4,0.3,0.125,0.41700000000000004,0.191,0.09,0.1175,9.0
1,0.58,0.45,0.185,0.9955,0.3945,0.272,0.285,11.0
1,0.64,0.51,0.165,1.486,0.7595,0.332,0.321,8.0
2,0.52,0.405,0.14,0.5775,0.2,0.145,0.179,11.0
2,0.57,0.43,0.145,0.833,0.354,0.14400000000000002,0.2815,10.0
2,0.25,0.19,0.065,0.0835,0.039,0.015,0.025,5.0
0,0.57,0.435,0.145,0.9055,0.3925,0.2355,0.275,10.0
0,0.35,0.255,0.065,0.179,0.0705,0.0385,0.06,10.0
1,0.525,0.44,0.15,0.8425,0.3685,0.1985,0.24,12.0
2,0.21,0.15,0.05,0.042,0.0175,0.0125,0.015,4.0
1,0.645,0.525,0.19,1.8085,0.7035,0.3885,0.395,18.0
0,0.58,0.455,0.15,1.012,0.4985,0.2115,0.2835,10.0
1,0.515,0.415,0.14,0.6935,0.3115,0.152,0.2,10.0
0,0.605,0.475,0.14,1.1175,0.555,0.257,0.27399999999999997,9.0
0,0.505,0.39,0.12,0.653,0.3315,0.1385,0.16699999999999998,9.0
2,0.265,0.195,0.055,0.084,0.0365,0.0175,0.025,7.0
1,0.57,0.44,0.14,0.9535,0.3785,0.201,0.305,17.0
0,0.655,0.55,0.18,1.274,0.586,0.281,0.365,10.0
1,0.46,0.365,0.125,0.4785,0.20600000000000002,0.1045,0.141,8.0
0,0.75,0.55,0.18,1.893,0.9420000000000001,0.397,0.445,11.0
1,0.655,0.51,0.155,1.2895,0.5345,0.2855,0.41,11.0
2,0.535,0.45,0.17,0.7809999999999999,0.3055,0.1555,0.295,11.0
2,0.38,0.275,0.11,0.256,0.11,0.0535,0.0755,6.0
0,0.505,0.4,0.125,0.77,0.2735,0.159,0.255,13.0
0,0.49,0.395,0.14,0.5489999999999999,0.2215,0.1275,0.15,11.0
2,0.44,0.365,0.11,0.4465,0.213,0.08900000000000001,0.1135,9.0
2,0.24,0.185,0.07,0.0715,0.026000000000000002,0.018000000000000002,0.025,6.0
2,0.545,0.43,0.15,0.7285,0.302,0.1315,0.2545,10.0
2,0.48,0.37,0.12,0.536,0.251,0.114,0.15,8.0
0,0.575,0.455,0.135,0.907,0.4245,0.19699999999999998,0.26,9.0
1,0.625,0.5,0.165,1.288,0.573,0.3035,0.315,9.0
1,0.675,0.525,0.17,1.8095,0.784,0.391,0.455,12.0
1,0.735,0.6,0.22,2.555,1.1335,0.44,0.6,11.0
2,0.24,0.175,0.065,0.0665,0.031,0.0135,0.017,3.0
2,0.31,0.235,0.07,0.151,0.063,0.0405,0.045,6.0
0,0.56,0.44,0.14,0.971,0.44299999999999995,0.2045,0.265,14.0
0,0.675,0.545,0.185,1.7375,0.8759999999999999,0.3135,0.469,13.0
2,0.435,0.3,0.12,0.5965,0.259,0.139,0.1645,8.0
0,0.405,0.31,0.1,0.385,0.17300000000000001,0.0915,0.11,7.0
0,0.4,0.32,0.095,0.303,0.1335,0.06,0.1,7.0
2,0.59,0.46,0.145,0.9015,0.419,0.1785,0.26,11.0
1,0.65,0.505,0.165,1.16,0.4785,0.27399999999999997,0.349,11.0
1,0.37,0.28,0.11,0.2305,0.0945,0.0465,0.075,10.0
0,0.355,0.265,0.085,0.201,0.069,0.053,0.0695,8.0
1,0.595,0.455,0.16,1.04,0.452,0.2655,0.28800000000000003,9.0
0,0.575,0.44,0.185,1.025,0.5075,0.2245,0.2485,10.0
0,0.75,0.595,0.205,2.2205,1.083,0.42100000000000004,0.63,12.0
0,0.38,0.29,0.12,0.28300000000000003,0.1175,0.0655,0.085,9.0
0,0.745,0.585,0.215,2.499,0.9265,0.47200000000000003,0.7,17.0
2,0.53,0.43,0.14,0.677,0.298,0.0965,0.23,8.0
1,0.495,0.38,0.12,0.573,0.2655,0.1285,0.14400000000000002,7.0
0,0.6,0.47,0.155,1.036,0.4375,0.196,0.325,20.0
0,0.65,0.505,0.19,1.274,0.59,0.23,0.391,11.0
0,0.385,0.295,0.095,0.335,0.147,0.094,0.09,7.0
0,0.58,0.445,0.135,0.8140000000000001,0.3775,0.1915,0.22,9.0
0,0.345,0.27,0.09,0.195,0.078,0.0455,0.059000000000000004,9.0
2,0.51,0.455,0.135,0.6855,0.2875,0.154,0.2035,9.0
2,0.375,0.28,0.08,0.226,0.105,0.047,0.065,6.0
2,0.395,0.27,0.1,0.2985,0.1445,0.061,0.08199999999999999,5.0
2,0.435,0.335,0.1,0.3295,0.129,0.07,0.11,7.0
0,0.575,0.45,0.165,0.9215,0.3275,0.225,0.256,12.0
0,0.605,0.475,0.155,1.161,0.5720000000000001,0.2455,0.275,9.0
0,0.675,0.555,0.2,1.4385,0.545,0.2665,0.465,21.0
1,0.62,0.49,0.16,1.056,0.493,0.244,0.2725,9.0
1,0.53,0.41,0.13,0.6965,0.302,0.1935,0.2,10.0
0,0.5,0.39,0.125,0.5215,0.2485,0.11699999999999999,0.131,6.0
1,0.525,0.405,0.16,0.6579999999999999,0.2655,0.1125,0.225,12.0
1,0.565,0.45,0.16,0.795,0.3605,0.1555,0.23,12.0
0,0.65,0.52,0.19,1.3445,0.519,0.306,0.4465,16.0
2,0.47,0.365,0.1,0.41100000000000003,0.175,0.0855,0.135,8.0
0,0.485,0.39,0.085,0.6435,0.2945,0.10300000000000001,0.198,8.0
2,0.305,0.22,0.07,0.141,0.062,0.031,0.037000000000000005,5.0
1,0.5,0.375,0.115,0.5945,0.185,0.14800000000000002,0.19,11.0
2,0.21,0.15,0.055,0.0465,0.017,0.012,0.015,5.0
1,0.565,0.455,0.15,0.8205,0.365,0.159,0.26,18.0
1,0.57,0.465,0.18,0.9995,0.405,0.27699999999999997,0.295,16.0
0,0.39,0.28,0.125,0.564,0.3035,0.0955,0.14300000000000002,7.0
0,0.61,0.5,0.24,1.642,0.532,0.3345,0.69,18.0
0,0.29,0.23,0.075,0.1165,0.043,0.0255,0.04,7.0
2,0.605,0.47,0.14,0.9390000000000001,0.3385,0.201,0.32,13.0
1,0.645,0.52,0.21,1.5535,0.616,0.3655,0.474,16.0
2,0.575,0.45,0.13,0.8145,0.40299999999999997,0.1715,0.213,10.0
1,0.62,0.51,0.18,1.3315,0.594,0.276,0.38799999999999996,11.0
0,0.485,0.37,0.155,0.968,0.419,0.2455,0.2365,9.0
0,0.6,0.465,0.2,1.2590000000000001,0.6405,0.1985,0.35700000000000004,9.0
2,0.55,0.415,0.145,0.7815,0.373,0.16,0.2215,8.0
0,0.42,0.335,0.115,0.369,0.171,0.071,0.12,8.0
2,0.36,0.275,0.085,0.1975,0.0745,0.0415,0.07,9.0
0,0.505,0.44,0.14,0.8275,0.3415,0.1855,0.239,8.0
2,0.435,0.325,0.12,0.3995,0.1815,0.061,0.1125,8.0
0,0.565,0.44,0.125,0.802,0.3595,0.1825,0.215,9.0
0,0.57,0.45,0.14,0.795,0.3385,0.14800000000000002,0.245,9.0
1,0.66,0.535,0.175,1.5175,0.711,0.3125,0.415,12.0
2,0.255,0.195,0.07,0.0735,0.0255,0.02,0.025,6.0
1,0.64,0.5,0.17,1.5175,0.693,0.326,0.409,11.0
1,0.635,0.535,0.19,1.242,0.5760000000000001,0.2475,0.39,14.0
1,0.525,0.38,0.14,0.6065,0.19399999999999998,0.1475,0.21,14.0
0,0.54,0.435,0.18,0.996,0.3835,0.226,0.325,17.0
2,0.385,0.3,0.09,0.308,0.1525,0.055999999999999994,0.0835,8.0
0,0.355,0.26,0.085,0.1905,0.081,0.0485,0.055,6.0
2,0.59,0.45,0.145,1.022,0.428,0.268,0.265,10.0
0,0.5,0.385,0.135,0.6425,0.3195,0.129,0.1535,7.0
0,0.725,0.57,0.19,2.55,1.0705,0.483,0.725,14.0
1,0.6,0.475,0.155,1.21,0.653,0.1695,0.3205,10.0
2,0.5,0.41,0.14,0.6615,0.2585,0.1625,0.196,9.0
1,0.475,0.36,0.125,0.447,0.1695,0.081,0.14,9.0
1,0.44,0.34,0.105,0.364,0.14800000000000002,0.0805,0.1175,8.0
0,0.5,0.4,0.125,0.6725,0.336,0.12,0.1825,7.0
1,0.625,0.475,0.175,1.1435,0.4755,0.2475,0.349,10.0
1,0.695,0.56,0.22,1.834,0.8455,0.42200000000000004,0.455,11.0
0,0.59,0.47,0.15,0.9955,0.48100000000000004,0.23199999999999998,0.24,8.0
1,0.51,0.4,0.12,0.7005,0.34700000000000003,0.1105,0.195,10.0
2,0.435,0.33,0.11,0.413,0.2055,0.096,0.096,6.0
2,0.16,0.11,0.025,0.0195,0.0075,0.005,0.006,4.0
2,0.575,0.45,0.125,0.78,0.3275,0.188,0.235,9.0
0,0.405,0.305,0.12,0.3185,0.1235,0.0905,0.095,7.0
2,0.39,0.3,0.095,0.3265,0.1665,0.0575,0.08900000000000001,7.0
1,0.575,0.445,0.135,0.883,0.381,0.2035,0.26,11.0
1,0.44,0.33,0.115,0.4005,0.14300000000000002,0.113,0.12,8.0
2,0.32,0.24,0.07,0.133,0.0585,0.0255,0.040999999999999995,6.0
1,0.545,0.415,0.15,0.7335,0.2795,0.163,0.2185,11.0
2,0.35,0.235,0.08,0.17,0.0725,0.0465,0.0495,7.0
1,0.415,0.34,0.13,0.3675,0.146,0.0885,0.12,10.0
2,0.46,0.35,0.11,0.4675,0.2125,0.099,0.1375,7.0
