sex,length,diameter,height,whole_weight,shucked_weight,viscera_weight,shell_weight,target
2,0.19,0.13,0.03,0.0295,0.0155,0.015,0.01,6.0
0,0.58,0.43,0.13,0.7979999999999999,0.365,0.17300000000000001,0.2285,10.0
1,0.66,0.495,0.21,1.548,0.7240000000000001,0.3525,0.3925,10.0
0,0.545,0.425,0.135,0.8445,0.373,0.21,0.235,10.0
2,0.27,0.195,0.06,0.073,0.0285,0.0235,0.03,5.0
0,0.495,0.395,0.125,0.5415,0.2375,0.1345,0.155,9.0
1,0.815,0.65,0.25,2.255,0.8905,0.42,0.7975,14.0
2,0.27,0.2,0.07,0.1,0.034,0.0245,0.035,5.0
1,0.55,0.47,0.15,0.897,0.377,0.184,0.29,9.0
2,0.605,0.47,0.145,0.8025,0.379,0.2265,0.22,9.0
0,0.625,0.52,0.175,1.4105,0.691,0.322,0.3465,10.0
1,0.645,0.51,0.18,1.6195,0.7815,0.322,0.4675,12.0
2,0.2,0.155,0.04,0.0435,0.0155,0.009000000000000001,0.006999999999999999,4.0
2,0.27,0.195,0.065,0.1065,0.0475,0.0225,0.0285,5.0
0,0.59,0.455,0.155,0.8855,0.38799999999999996,0.188,0.275,10.0
1,0.655,0.51,0.175,1.6525,0.8515,0.3365,0.40299999999999997,10.0
0,0.665,0.525,0.165,1.338,0.5515,0.3575,0.35,18.0
2,0.485,0.385,0.13,0.568,0.2505,0.17800000000000002,0.154,7.0
1,0.545,0.43,0.165,0.802,0.2935,0.183,0.28,11.0
0,0.46,0.375,0.135,0.4935,0.18600000000000005,0.0845,0.17,12.0
1,0.72,0.55,0.195,2.073,1.0715,0.4265,0.5015,9.0
1,0.66,0.52,0.2,1.676,0.6729999999999999,0.4805,0.45,17.0
0,0.63,0.49,0.17,1.1745,0.5255,0.273,0.33899999999999997,11.0
2,0.5,0.38,0.125,0.519,0.2485,0.1135,0.134,8.0
0,0.54,0.42,0.155,0.7385,0.3515,0.152,0.215,12.0
1,0.72,0.575,0.17,1.9335,0.9129999999999999,0.389,0.51,13.0
1,0.385,0.315,0.11,0.28600000000000003,0.1225,0.0635,0.0835,10.0
2,0.515,0.395,0.125,0.6635,0.32,0.14,0.17,8.0
0,0.54,0.42,0.135,0.8075,0.3485,0.1795,0.235,11.0
2,0.455,0.325,0.135,0.82,0.4005,0.1715,0.21100000000000002,8.0
2,0.315,0.23,0.09,0.1285,0.043,0.04,0.04,7.0
1,0.625,0.485,0.175,1.3745,0.7335,0.2715,0.332,9.0
0,0.57,0.445,0.14,1.0635,0.5265,0.2195,0.24,8.0
1,0.65,0.525,0.175,1.4225,0.61,0.2995,0.445,20.0
1,0.57,0.465,0.18,1.295,0.33899999999999997,0.2225,0.44,12.0
1,0.475,0.39,0.12,0.5305,0.2135,0.1155,0.17,10.0
1,0.5,0.38,0.155,0.655,0.2405,0.14300000000000002,0.205,17.0
1,0.665,0.515,0.18,1.389,0.5945,0.324,0.395,10.0
1,0.725,0.565,0.21,2.1425,1.03,0.48700000000000004,0.503,14.0
2,0.36,0.27,0.095,0.2,0.073,0.055999999999999994,0.061,8.0
0,0.63,0.495,0.16,1.093,0.4970000000000001,0.221,0.315,12.0
2,0.365,0.27,0.085,0.205,0.078,0.0485,0.07,7.0
1,0.605,0.475,0.175,1.382,0.609,0.2325,0.3985,10.0
1,0.72,0.575,0.18,1.6705,0.732,0.3605,0.501,12.0
2,0.36,0.28,0.105,0.19899999999999998,0.0695,0.045,0.08,9.0
1,0.52,0.405,0.14,0.8175,0.2795,0.183,0.26,17.0
2,0.235,0.175,0.04,0.0705,0.0335,0.015,0.02,5.0
1,0.655,0.52,0.19,1.4545,0.6,0.3865,0.38299999999999995,10.0
1,0.595,0.48,0.16,1.2095,0.5225,0.29600000000000004,0.32,8.0
0,0.615,0.5,0.17,1.054,0.4845,0.228,0.295,10.0
1,0.745,0.585,0.19,1.966,0.8435,0.4370000000000001,0.5855,18.0
0,0.44,0.365,0.125,0.516,0.2155,0.114,0.155,10.0
0,0.56,0.45,0.175,1.011,0.3835,0.2065,0.37,15.0
2,0.355,0.275,0.09,0.251,0.09699999999999999,0.053,0.08,7.0
2,0.43,0.34,0.0,0.428,0.2065,0.086,0.115,8.0
0,0.565,0.415,0.125,0.667,0.302,0.1545,0.185,7.0
1,0.575,0.465,0.14,0.958,0.442,0.1815,0.2705,9.0
1,0.58,0.445,0.15,0.858,0.4,0.156,0.253,8.0
2,0.415,0.31,0.09,0.2815,0.1245,0.0615,0.085,6.0
0,0.58,0.46,0.155,1.4395,0.6715,0.273,0.2955,10.0
0,0.65,0.51,0.16,1.3835,0.6385,0.2905,0.3665,9.0
1,0.58,0.46,0.15,0.9955,0.429,0.212,0.26,19.0
0,0.45,0.345,0.105,0.4115,0.18,0.1125,0.135,7.0
2,0.585,0.45,0.15,0.8915,0.3975,0.2035,0.253,8.0
0,0.46,0.345,0.11,0.4595,0.235,0.0885,0.11599999999999999,7.0
0,0.235,0.17,0.055,0.0515,0.018000000000000002,0.0105,0.0195,7.0
2,0.34,0.26,0.085,0.1885,0.0815,0.0335,0.06,6.0
0,0.575,0.445,0.145,0.8759999999999999,0.3795,0.1615,0.27,10.0
1,0.605,0.475,0.175,1.0759999999999998,0.46299999999999997,0.2195,0.335,9.0
0,0.43,0.35,0.11,0.406,0.1675,0.081,0.135,10.0
1,0.575,0.46,0.19,0.9940000000000001,0.392,0.2425,0.34,13.0
1,0.38,0.29,0.105,0.257,0.099,0.051,0.085,10.0
1,0.62,0.47,0.225,1.115,0.37799999999999995,0.2145,0.36,15.0
0,0.31,0.225,0.08,0.1345,0.054000000000000006,0.024,0.05,7.0
0,0.61,0.47,0.16,1.022,0.449,0.2345,0.2945,9.0
0,0.5,0.4,0.13,0.6645,0.258,0.133,0.24,12.0
1,0.57,0.45,0.16,0.9715,0.3965,0.255,0.26,12.0
1,0.44,0.34,0.1,0.451,0.188,0.087,0.13,10.0
2,0.45,0.355,0.12,0.41200000000000003,0.1145,0.0665,0.16,19.0
2,0.54,0.43,0.14,0.8195,0.3935,0.1725,0.2295,9.0
0,0.595,0.45,0.14,0.838,0.3965,0.19399999999999998,0.217,10.0
0,0.44,0.35,0.11,0.4585,0.2,0.0885,0.13,9.0
1,0.66,0.505,0.185,1.528,0.69,0.3025,0.441,11.0
2,0.485,0.37,0.13,0.45799999999999996,0.18100000000000002,0.113,0.136,10.0
1,0.59,0.445,0.13,1.1325,0.3825,0.23399999999999999,0.32,13.0
0,0.625,0.505,0.185,1.1565,0.52,0.2405,0.3535,10.0
0,0.6,0.47,0.165,1.0590000000000002,0.504,0.24100000000000002,0.275,9.0
1,0.605,0.49,0.15,1.1345,0.5265,0.2645,0.295,9.0
0,0.585,0.47,0.165,1.409,0.8,0.22899999999999998,0.295,10.0
2,0.55,0.435,0.14,0.7995,0.295,0.1905,0.23800000000000002,10.0
2,0.545,0.4,0.13,0.6859999999999999,0.3285,0.1455,0.18,9.0
1,0.505,0.375,0.18,0.568,0.2325,0.1495,0.17,12.0
2,0.275,0.205,0.075,0.1105,0.045,0.0285,0.035,6.0
2,0.325,0.25,0.08,0.1735,0.0765,0.0345,0.049,7.0
1,0.53,0.415,0.15,0.7775,0.237,0.1415,0.33,20.0
2,0.375,0.275,0.095,0.2465,0.11,0.0415,0.0775,6.0
0,0.47,0.365,0.12,0.612,0.327,0.15,0.14,8.0
1,0.78,0.63,0.215,2.657,1.4880000000000002,0.4985,0.586,11.0
2,0.305,0.245,0.075,0.156,0.0675,0.038,0.045,7.0
0,0.46,0.345,0.12,0.4935,0.2435,0.1175,0.132,8.0
1,0.595,0.495,0.185,1.285,0.41600000000000004,0.22399999999999998,0.485,13.0
1,0.58,0.44,0.18,0.8540000000000001,0.3665,0.1635,0.245,12.0
0,0.56,0.45,0.16,0.922,0.4320000000000001,0.17800000000000002,0.26,15.0
1,0.705,0.545,0.18,1.5395,0.6075,0.3675,0.4645,13.0
0,0.585,0.465,0.155,0.9145,0.4555,0.1965,0.235,9.0
2,0.57,0.445,0.145,0.7405,0.306,0.172,0.1825,12.0
0,0.525,0.405,0.12,0.7555,0.3755,0.1555,0.201,9.0
2,0.65,0.525,0.18,1.626,0.597,0.3445,0.53,18.0
1,0.59,0.455,0.155,1.0659999999999998,0.382,0.2275,0.415,20.0
2,0.31,0.215,0.075,0.1275,0.0565,0.0275,0.036000000000000004,7.0
1,0.38,0.305,0.095,0.2815,0.1255,0.0525,0.09,8.0
0,0.595,0.465,0.175,1.115,0.4015,0.254,0.39,13.0
0,0.605,0.5,0.175,1.0979999999999999,0.4765,0.23199999999999998,0.375,12.0
2,0.38,0.29,0.1,0.237,0.10800000000000001,0.0395,0.08199999999999999,6.0
2,0.46,0.35,0.11,0.4,0.17600000000000002,0.083,0.1205,7.0
2,0.42,0.315,0.115,0.355,0.1895,0.065,0.087,6.0
0,0.475,0.375,0.13,0.5175,0.2075,0.1165,0.17,10.0
1,0.68,0.515,0.175,1.6185,0.5125,0.409,0.62,12.0
2,0.44,0.33,0.11,0.3705,0.1545,0.084,0.12,7.0
1,0.635,0.5,0.165,1.4595,0.705,0.2645,0.39,9.0
0,0.45,0.33,0.105,0.4955,0.2575,0.08199999999999999,0.129,8.0
0,0.73,0.575,0.21,2.069,0.9285,0.409,0.643,11.0
0,0.28,0.205,0.1,0.1165,0.0545,0.0285,0.03,5.0
1,0.655,0.51,0.15,1.043,0.4795,0.223,0.305,9.0
2,0.515,0.42,0.135,0.711,0.337,0.14400000000000002,0.205,13.0
2,0.28,0.21,0.085,0.1065,0.039,0.0295,0.03,4.0
1,0.62,0.48,0.18,1.2215,0.5820000000000001,0.2695,0.313,12.0
0,0.655,0.49,0.175,1.3585,0.6395,0.294,0.365,10.0
0,0.61,0.48,0.165,1.2435,0.5575,0.2675,0.3720000000000001,8.0
0,0.56,0.44,0.16,0.8645,0.3305,0.2075,0.26,10.0
1,0.565,0.45,0.135,0.9885,0.387,0.1495,0.31,12.0
2,0.32,0.24,0.075,0.1735,0.076,0.0355,0.05,7.0
1,0.37,0.29,0.115,0.25,0.111,0.057,0.075,9.0
0,0.63,0.515,0.155,1.2590000000000001,0.4105,0.19699999999999998,0.41,13.0
0,0.625,0.505,0.215,1.4455,0.496,0.287,0.435,22.0
0,0.63,0.49,0.18,1.13,0.45799999999999996,0.2765,0.315,12.0
1,0.46,0.355,0.13,0.45799999999999996,0.192,0.1055,0.13,13.0
1,0.705,0.55,0.17,1.219,0.6395,0.23600000000000002,0.301,9.0
0,0.455,0.35,0.12,0.4835,0.1815,0.14400000000000002,0.16,11.0
2,0.34,0.25,0.075,0.1785,0.0665,0.0455,0.045,5.0
2,0.45,0.35,0.14,0.474,0.21,0.109,0.1275,16.0
2,0.35,0.26,0.085,0.174,0.0705,0.0345,0.06,10.0
2,0.385,0.28,0.1,0.2755,0.1305,0.061,0.0725,8.0
1,0.635,0.49,0.17,1.2615,0.5385,0.2665,0.38,9.0
2,0.29,0.21,0.065,0.09699999999999999,0.0375,0.022000000000000002,0.03,6.0
1,0.51,0.39,0.105,0.612,0.187,0.15,0.195,13.0
2,0.385,0.305,0.095,0.252,0.0915,0.055,0.09,14.0
1,0.655,0.54,0.215,1.5555,0.695,0.29600000000000004,0.444,11.0
1,0.57,0.45,0.135,0.7805,0.3345,0.185,0.21,8.0
0,0.605,0.445,0.14,0.982,0.4295,0.2085,0.295,12.0
1,0.635,0.505,0.17,1.415,0.605,0.297,0.365,15.0
2,0.54,0.43,0.17,0.836,0.3725,0.1815,0.24,9.0
1,0.535,0.4,0.15,0.8045,0.3345,0.2125,0.21,13.0
2,0.35,0.265,0.08,0.2,0.09,0.042,0.06,7.0
1,0.36,0.265,0.09,0.2065,0.078,0.057,0.06,8.0
2,0.485,0.345,0.16,0.8690000000000001,0.3085,0.185,0.319,9.0
0,0.63,0.515,0.165,1.3519999999999999,0.488,0.349,0.45,20.0
0,0.65,0.485,0.16,1.7395,0.5715,0.2785,0.3075,10.0
2,0.235,0.175,0.055,0.067,0.027000000000000003,0.0125,0.018000000000000002,6.0
2,0.28,0.21,0.075,0.1195,0.053,0.0265,0.03,6.0
0,0.605,0.47,0.165,1.2315,0.6025,0.262,0.2925,11.0
0,0.54,0.455,0.14,0.972,0.419,0.255,0.26899999999999996,10.0
2,0.325,0.225,0.075,0.139,0.0565,0.032,0.09,6.0
0,0.68,0.52,0.195,1.4535,0.5920000000000001,0.391,0.4125,10.0
2,0.52,0.41,0.145,0.6459999999999999,0.2965,0.1595,0.165,9.0
0,0.565,0.45,0.16,0.895,0.415,0.195,0.24600000000000002,9.0
1,0.605,0.495,0.17,1.2385,0.528,0.2465,0.39,14.0
2,0.54,0.39,0.125,0.6255,0.2525,0.158,0.19,8.0
1,0.62,0.52,0.225,1.1835,0.37799999999999995,0.27,0.395,23.0
2,0.475,0.38,0.12,0.441,0.1785,0.0885,0.1505,8.0
2,0.45,0.355,0.105,0.4445,0.19699999999999998,0.09300000000000001,0.1335,8.0
2,0.515,0.38,0.12,0.625,0.3265,0.1295,0.16,7.0
1,0.505,0.39,0.16,0.644,0.2475,0.2025,0.1635,9.0
0,0.645,0.51,0.16,1.1835,0.556,0.2385,0.345,11.0
2,0.375,0.275,0.085,0.22,0.109,0.05,0.0605,7.0
0,0.635,0.49,0.175,1.375,0.623,0.2705,0.395,11.0
0,0.275,0.205,0.07,0.094,0.0335,0.02,0.0325,5.0
1,0.53,0.42,0.13,1.001,0.34,0.226,0.265,17.0
2,0.25,0.185,0.065,0.0685,0.0295,0.013999999999999999,0.0225,5.0
2,0.525,0.39,0.12,0.664,0.3115,0.147,0.17800000000000002,9.0
1,0.56,0.41,0.16,0.8215,0.342,0.184,0.253,9.0
2,0.33,0.255,0.085,0.1655,0.063,0.039,0.06,8.0
0,0.35,0.255,0.08,0.1915,0.08,0.0385,0.063,9.0
2,0.43,0.325,0.1,0.3645,0.1575,0.0825,0.105,7.0
2,0.16,0.11,0.025,0.018000000000000002,0.0065,0.0055,0.005,3.0
2,0.55,0.42,0.135,0.816,0.3995,0.1485,0.23,12.0
1,0.63,0.48,0.15,1.0525,0.392,0.336,0.285,12.0
0,0.575,0.445,0.17,1.0225,0.5489999999999999,0.2175,0.228,9.0
0,0.585,0.49,0.185,1.171,0.522,0.2535,0.335,10.0
1,0.49,0.375,0.15,0.5755,0.22,0.14400000000000002,0.19,9.0
2,0.53,0.395,0.13,0.575,0.247,0.115,0.183,9.0
2,0.56,0.445,0.165,0.8320000000000001,0.3455,0.179,0.27899999999999997,9.0
0,0.31,0.225,0.075,0.1295,0.0455,0.0335,0.044000000000000004,9.0
2,0.375,0.28,0.08,0.2025,0.0825,0.048,0.065,8.0
2,0.35,0.25,0.07,0.1605,0.0715,0.0335,0.046,6.0
0,0.615,0.47,0.15,1.0875,0.4975,0.28300000000000003,0.2685,9.0
1,0.635,0.505,0.155,1.2895,0.594,0.314,0.345,11.0
0,0.355,0.265,0.09,0.168,0.05,0.040999999999999995,0.063,8.0
2,0.525,0.395,0.12,0.608,0.297,0.1395,0.1405,8.0
0,0.585,0.405,0.15,1.2565,0.435,0.20199999999999999,0.325,15.0
0,0.63,0.49,0.19,1.1775,0.4935,0.3365,0.285,11.0
0,0.625,0.49,0.185,1.169,0.5275,0.2535,0.344,11.0
2,0.385,0.29,0.09,0.2615,0.111,0.0595,0.0745,9.0
2,0.335,0.245,0.09,0.1665,0.0595,0.04,0.06,6.0
1,0.405,0.305,0.095,0.3485,0.1455,0.0895,0.1,9.0
0,0.61,0.5,0.165,1.2715,0.4915,0.185,0.49,12.0
2,0.61,0.465,0.15,0.9605,0.4495,0.1725,0.28600000000000003,9.0
0,0.525,0.435,0.155,1.065,0.486,0.233,0.285,8.0
0,0.57,0.45,0.155,1.1935,0.513,0.21,0.34299999999999997,10.0
1,0.425,0.33,0.115,0.406,0.1635,0.081,0.1355,8.0
0,0.47,0.39,0.15,0.6355,0.2185,0.0885,0.255,9.0
0,0.64,0.51,0.19,1.6130000000000002,0.6215,0.361,0.47,14.0
0,0.525,0.4,0.155,0.7070000000000001,0.282,0.1605,0.225,9.0
1,0.55,0.445,0.155,0.9905,0.544,0.17800000000000002,0.218,9.0
0,0.46,0.35,0.12,0.515,0.22399999999999998,0.10800000000000001,0.1565,10.0
1,0.74,0.565,0.205,2.119,0.9655,0.5185,0.48200000000000004,12.0
1,0.46,0.425,0.155,0.746,0.3005,0.152,0.24,8.0
2,0.365,0.265,0.135,0.2215,0.105,0.047,0.0605,7.0
0,0.655,0.54,0.215,1.844,0.7425,0.327,0.585,22.0
0,0.575,0.465,0.15,1.08,0.595,0.2065,0.23800000000000002,9.0
0,0.655,0.535,0.205,1.6445,0.7305,0.3595,0.46,13.0
1,0.62,0.5,0.175,1.186,0.4985,0.3015,0.35,12.0
2,0.485,0.39,0.125,0.591,0.287,0.141,0.12,9.0
1,0.73,0.575,0.185,1.8795,0.9309999999999999,0.38,0.4825,12.0
2,0.53,0.4,0.125,0.617,0.27899999999999997,0.127,0.19,8.0
0,0.58,0.46,0.16,1.063,0.513,0.2705,0.2625,9.0
0,0.61,0.485,0.175,1.2445,0.544,0.297,0.345,12.0
1,0.525,0.42,0.16,0.7559999999999999,0.2745,0.17300000000000001,0.275,9.0
2,0.535,0.4,0.13,0.657,0.2835,0.162,0.175,7.0
1,0.685,0.535,0.175,1.5845,0.7175,0.3775,0.4215,9.0
2,0.49,0.38,0.12,0.529,0.2165,0.139,0.155,11.0
0,0.335,0.25,0.09,0.18100000000000002,0.0755,0.0415,0.06,7.0
1,0.405,0.325,0.11,0.3555,0.151,0.063,0.11699999999999999,9.0
1,0.56,0.425,0.125,0.932,0.361,0.213,0.335,9.0
0,0.63,0.5,0.175,1.2645,0.5635,0.3065,0.3425,10.0
1,0.705,0.535,0.18,1.685,0.693,0.42,0.4045,12.0
0,0.675,0.525,0.16,1.2835,0.5720000000000001,0.2755,0.3545,13.0
1,0.58,0.46,0.18,1.0515,0.4095,0.2595,0.276,8.0
1,0.445,0.325,0.125,0.455,0.1785,0.1125,0.14,9.0
0,0.66,0.53,0.195,1.5505,0.6505,0.3295,0.495,10.0
1,0.595,0.465,0.15,0.98,0.4115,0.196,0.2255,10.0
1,0.54,0.44,0.135,0.9590000000000001,0.2385,0.221,0.3,17.0
1,0.49,0.385,0.15,0.7865,0.24100000000000002,0.14,0.24,23.0
0,0.77,0.62,0.195,2.5155,1.1155,0.6415,0.642,12.0
0,0.56,0.46,0.235,0.8395,0.3325,0.157,0.305,12.0
0,0.6,0.475,0.175,1.3445,0.5489999999999999,0.2875,0.36,11.0
1,0.69,0.55,0.2,1.569,0.687,0.3675,0.46,12.0
1,0.63,0.48,0.16,1.199,0.5265,0.335,0.315,11.0
2,0.475,0.36,0.11,0.4920000000000001,0.21100000000000002,0.11,0.15,8.0
0,0.58,0.49,0.13,1.1335,0.586,0.2565,0.237,9.0
2,0.15,0.1,0.025,0.015,0.0045,0.004,0.005,2.0
1,0.7,0.55,0.17,1.6840000000000002,0.7535,0.3265,0.32,11.0
2,0.65,0.52,0.15,1.238,0.5495,0.29600000000000004,0.3305,10.0
0,0.6,0.46,0.155,0.9595,0.4455,0.18899999999999997,0.295,11.0
0,0.565,0.455,0.17,0.9065,0.342,0.156,0.32,18.0
2,0.375,0.29,0.095,0.213,0.096,0.040999999999999995,0.061,5.0
2,0.385,0.29,0.09,0.2365,0.1,0.0505,0.076,8.0
1,0.7,0.575,0.205,1.7730000000000001,0.605,0.447,0.5379999999999999,13.0
2,0.45,0.355,0.11,0.4585,0.19399999999999998,0.067,0.14,8.0
2,0.495,0.4,0.105,0.602,0.2505,0.1265,0.19,8.0
1,0.61,0.46,0.145,1.1185,0.478,0.2945,0.2985,10.0
0,0.62,0.51,0.175,1.615,0.5105,0.192,0.675,12.0
2,0.52,0.4,0.145,0.66,0.267,0.1055,0.22,13.0
1,0.56,0.43,0.15,0.8825,0.3465,0.172,0.31,9.0
2,0.325,0.245,0.07,0.161,0.0755,0.0255,0.045,6.0
0,0.58,0.465,0.145,0.887,0.4405,0.1655,0.265,11.0
1,0.605,0.485,0.16,1.2009999999999998,0.41700000000000004,0.2875,0.38,9.0
2,0.18,0.125,0.035,0.0265,0.0095,0.0055,0.0085,4.0
1,0.49,0.365,0.145,0.6345,0.1995,0.1625,0.22,10.0
2,0.405,0.29,0.09,0.2825,0.11199999999999999,0.075,0.0815,7.0
0,0.52,0.4,0.125,0.5589999999999999,0.254,0.139,0.149,8.0
1,0.705,0.57,0.185,1.761,0.747,0.3725,0.488,10.0
0,0.44,0.34,0.105,0.402,0.1305,0.0955,0.165,10.0
1,0.535,0.425,0.135,0.7709999999999999,0.3765,0.1815,0.1795,8.0
1,0.685,0.54,0.215,1.7025,0.664,0.3655,0.4735,14.0
1,0.475,0.35,0.115,0.452,0.1715,0.092,0.155,11.0
2,0.36,0.275,0.075,0.2205,0.0985,0.044000000000000004,0.066,7.0
0,0.65,0.5,0.155,1.202,0.565,0.3135,0.294,11.0
2,0.56,0.445,0.15,0.8225,0.3685,0.187,0.23600000000000002,10.0
0,0.475,0.36,0.1,0.4285,0.1965,0.099,0.11199999999999999,7.0
1,0.41,0.325,0.105,0.3635,0.159,0.077,0.12,10.0
0,0.205,0.155,0.045,0.0425,0.017,0.0055,0.0155,7.0
0,0.65,0.525,0.175,1.5365,0.6865,0.3585,0.405,11.0
0,0.685,0.545,0.205,1.7925,0.8145,0.41600000000000004,0.461,9.0
1,0.575,0.45,0.16,1.068,0.556,0.214,0.2575,10.0
0,0.475,0.37,0.125,0.5095,0.2165,0.1125,0.165,9.0
2,0.22,0.165,0.055,0.0545,0.0215,0.012,0.02,5.0
1,0.445,0.33,0.105,0.4525,0.18,0.10300000000000001,0.12300000000000001,9.0
0,0.72,0.56,0.18,1.5865,0.691,0.375,0.4425,11.0
2,0.465,0.37,0.12,0.4365,0.188,0.0815,0.147,9.0
0,0.335,0.235,0.085,0.1545,0.066,0.0345,0.045,6.0
0,0.585,0.46,0.145,0.9335,0.478,0.1825,0.235,9.0
2,0.28,0.21,0.085,0.1075,0.0415,0.024,0.034,5.0
0,0.585,0.455,0.225,1.055,0.3815,0.221,0.365,15.0
1,0.71,0.56,0.18,1.652,0.735,0.381,0.4525,11.0
0,0.515,0.435,0.145,0.8815,0.292,0.20600000000000002,0.255,10.0
1,0.68,0.57,0.205,1.8419999999999999,0.625,0.408,0.65,20.0
2,0.485,0.375,0.14,0.521,0.2,0.12300000000000001,0.17,8.0
0,0.645,0.52,0.175,1.636,0.779,0.342,0.4320000000000001,11.0
2,0.465,0.375,0.12,0.47100000000000003,0.222,0.11900000000000001,0.14,9.0
1,0.505,0.41,0.15,0.644,0.285,0.145,0.21,11.0
0,0.325,0.23,0.09,0.147,0.06,0.034,0.045,4.0
0,0.385,0.3,0.095,0.24,0.0885,0.059000000000000004,0.085,9.0
0,0.585,0.455,0.15,0.987,0.4355,0.2075,0.31,11.0
1,0.63,0.5,0.155,1.005,0.3670000000000001,0.19899999999999998,0.36,16.0
0,0.65,0.525,0.175,1.4715,0.675,0.315,0.39899999999999997,11.0
0,0.635,0.5,0.17,1.4345,0.611,0.309,0.418,12.0
