sex,length,diameter,height,whole_weight,shucked_weight,viscera_weight,shell_weight,target
2,0.42,0.325,0.125,0.3915,0.1575,0.1025,0.115,9.0
2,0.585,0.47,0.17,0.985,0.3695,0.2395,0.315,10.0
2,0.535,0.41,0.155,0.6315,0.2745,0.1415,0.1815,12.0
1,0.505,0.385,0.135,0.6185,0.251,0.1175,0.2,12.0
2,0.5,0.36,0.12,0.439,0.1875,0.1055,0.1305,8.0
1,0.525,0.4,0.115,0.6295,0.2555,0.14400000000000002,0.18,11.0
1,0.47,0.35,0.115,0.48700000000000004,0.1955,0.127,0.155,8.0
2,0.5,0.39,0.125,0.583,0.294,0.132,0.1605,8.0
0,0.66,0.515,0.2,1.6465,0.7490000000000001,0.42200000000000004,0.401,11.0
1,0.515,0.4,0.17,0.7959999999999999,0.258,0.1755,0.28,16.0
0,0.41,0.315,0.095,0.306,0.121,0.0735,0.09,9.0
1,0.645,0.5,0.225,1.626,0.5870000000000001,0.4055,0.41,15.0
0,0.53,0.425,0.13,0.7020000000000001,0.2975,0.1395,0.22,9.0
1,0.52,0.41,0.16,0.7120000000000001,0.2845,0.153,0.225,10.0
1,0.635,0.505,0.165,1.251,0.5770000000000001,0.22699999999999998,0.3825,11.0
1,0.47,0.365,0.12,0.5429999999999999,0.2295,0.1495,0.15,9.0
1,0.575,0.45,0.12,0.9585,0.447,0.16899999999999998,0.275,12.0
1,0.575,0.48,0.15,0.8745,0.375,0.193,0.29,12.0
2,0.45,0.335,0.095,0.3505,0.1615,0.0625,0.1185,7.0
2,0.375,0.28,0.1,0.2565,0.1165,0.0585,0.0725,12.0
2,0.475,0.365,0.12,0.53,0.2505,0.0975,0.1625,10.0
1,0.525,0.43,0.165,0.7170000000000001,0.289,0.1745,0.195,10.0
0,0.67,0.525,0.2,1.7405,0.6205,0.297,0.657,11.0
2,0.35,0.25,0.075,0.1695,0.0835,0.0355,0.040999999999999995,6.0
2,0.21,0.15,0.045,0.04,0.0135,0.008,0.0105,4.0
1,0.64,0.475,0.19,1.151,0.4365,0.281,0.3805,13.0
0,0.635,0.495,0.15,1.081,0.4825,0.242,0.31,11.0
1,0.63,0.51,0.185,1.235,0.5115,0.349,0.3065,11.0
2,0.315,0.24,0.07,0.13699999999999998,0.0545,0.0315,0.04,8.0
2,0.395,0.3,0.09,0.27899999999999997,0.134,0.049,0.075,8.0
2,0.525,0.405,0.125,0.657,0.2985,0.1505,0.168,10.0
1,0.465,0.35,0.13,0.494,0.1945,0.10300000000000001,0.155,18.0
0,0.535,0.42,0.16,0.7465,0.348,0.1515,0.2185,10.0
0,0.495,0.4,0.12,0.6605,0.2605,0.161,0.19,15.0
0,0.63,0.51,0.175,1.3415,0.6575,0.262,0.375,10.0
2,0.395,0.3,0.09,0.253,0.1155,0.05,0.075,6.0
1,0.63,0.495,0.145,1.147,0.5455,0.266,0.2885,9.0
0,0.61,0.49,0.16,1.146,0.597,0.24600000000000002,0.265,8.0
2,0.335,0.26,0.09,0.1965,0.0875,0.040999999999999995,0.055999999999999994,7.0
1,0.46,0.35,0.115,0.44,0.19,0.1025,0.13,8.0
0,0.46,0.375,0.13,0.5735,0.2505,0.11900000000000001,0.195,9.0
1,0.655,0.51,0.16,1.092,0.396,0.2825,0.37,14.0
1,0.57,0.43,0.16,0.8109999999999999,0.3875,0.159,0.2285,9.0
0,0.58,0.455,0.13,0.852,0.41,0.1725,0.225,8.0
0,0.58,0.47,0.165,1.041,0.54,0.166,0.27899999999999997,9.0
2,0.295,0.215,0.075,0.11599999999999999,0.037000000000000005,0.0295,0.04,8.0
0,0.485,0.41,0.15,0.696,0.2405,0.1625,0.265,13.0
0,0.635,0.51,0.155,1.156,0.428,0.289,0.315,18.0
1,0.655,0.52,0.175,1.472,0.6275,0.27,0.45,13.0
1,0.625,0.47,0.17,1.255,0.525,0.2415,0.405,10.0
2,0.375,0.28,0.08,0.2235,0.115,0.043,0.055,6.0
1,0.625,0.49,0.165,1.127,0.47700000000000004,0.2365,0.3185,9.0
2,0.46,0.345,0.11,0.3755,0.1525,0.057999999999999996,0.125,7.0
0,0.65,0.515,0.125,1.1805,0.5235,0.28300000000000003,0.3275,9.0
2,0.19,0.13,0.045,0.0265,0.009000000000000001,0.005,0.009000000000000001,5.0
0,0.635,0.51,0.21,1.598,0.6535,0.2835,0.58,15.0
2,0.245,0.175,0.055,0.0785,0.04,0.018000000000000002,0.02,5.0
1,0.55,0.43,0.15,0.655,0.2635,0.122,0.221,8.0
2,0.32,0.23,0.06,0.129,0.0615,0.0275,0.0355,7.0
2,0.595,0.47,0.135,0.9365,0.434,0.184,0.287,10.0
0,0.35,0.26,0.09,0.195,0.0745,0.040999999999999995,0.0655,9.0
0,0.62,0.48,0.15,1.1015,0.4965,0.243,0.305,10.0
1,0.425,0.35,0.1,0.4425,0.175,0.0755,0.175,7.0
2,0.37,0.275,0.09,0.2065,0.096,0.0395,0.057999999999999996,7.0
2,0.425,0.325,0.11,0.405,0.1695,0.092,0.1065,8.0
2,0.295,0.22,0.065,0.1295,0.052000000000000005,0.027999999999999997,0.035,6.0
2,0.455,0.355,0.105,0.3720000000000001,0.138,0.0765,0.135,9.0
2,0.55,0.435,0.165,0.804,0.34,0.19399999999999998,0.244,8.0
2,0.455,0.335,0.105,0.4055,0.175,0.092,0.1185,8.0
0,0.6,0.46,0.15,1.247,0.5335,0.2735,0.29,9.0
1,0.57,0.46,0.17,1.1,0.4125,0.2205,0.38,14.0
1,0.66,0.525,0.2,1.463,0.6525,0.2995,0.42200000000000004,11.0
0,0.6,0.48,0.175,1.229,0.4125,0.2735,0.415,13.0
0,0.535,0.405,0.14,0.818,0.402,0.1715,0.18899999999999997,7.0
0,0.645,0.51,0.19,1.4865,0.6445,0.29600000000000004,0.425,12.0
1,0.505,0.39,0.12,0.5725,0.2555,0.1325,0.146,8.0
0,0.57,0.47,0.155,1.186,0.6355,0.2315,0.27699999999999997,10.0
0,0.74,0.535,0.185,1.65,0.7340000000000001,0.4505,0.335,13.0
1,0.625,0.475,0.16,1.3335,0.605,0.2875,0.319,10.0
2,0.32,0.205,0.08,0.18100000000000002,0.08800000000000001,0.034,0.0495,5.0
2,0.515,0.39,0.11,0.531,0.2415,0.098,0.1615,8.0
0,0.645,0.51,0.165,1.403,0.5755,0.2515,0.4545,11.0
0,0.6,0.47,0.15,0.9279999999999999,0.4225,0.183,0.275,8.0
0,0.61,0.47,0.175,1.214,0.5315,0.2835,0.325,10.0
2,0.2,0.145,0.025,0.0345,0.011000000000000001,0.0075,0.01,5.0
1,0.65,0.5,0.185,1.4415,0.741,0.2955,0.341,9.0
0,0.59,0.48,0.16,1.262,0.5685,0.2725,0.335,9.0
0,0.72,0.58,0.19,2.0885,0.9955,0.478,0.5305,13.0
0,0.655,0.52,0.18,1.492,0.7185,0.36,0.355,11.0
0,0.65,0.525,0.205,1.4275,0.69,0.306,0.4355,13.0
0,0.565,0.435,0.185,1.032,0.354,0.2045,0.31,20.0
1,0.435,0.35,0.105,0.4195,0.19399999999999998,0.1005,0.13,7.0
0,0.45,0.355,0.115,0.478,0.18,0.1185,0.155,10.0
2,0.46,0.365,0.11,0.4495,0.1755,0.102,0.15,8.0
0,0.505,0.39,0.105,0.6555,0.2595,0.18,0.19,11.0
1,0.56,0.42,0.18,1.6645,0.7755,0.35,0.4525,9.0
2,0.435,0.325,0.105,0.335,0.136,0.065,0.115,8.0
0,0.78,0.6,0.21,2.548,1.1945,0.5745,0.6745,11.0
0,0.675,0.505,0.16,1.5319999999999998,0.74,0.35700000000000004,0.3815,11.0
0,0.295,0.225,0.09,0.1385,0.048,0.046,0.05,9.0
0,0.675,0.54,0.175,1.5545,0.6645,0.278,0.512,12.0
0,0.48,0.375,0.12,0.5895,0.2535,0.128,0.172,11.0
1,0.515,0.42,0.135,0.6295,0.2815,0.127,0.215,9.0
0,0.625,0.49,0.12,0.8765,0.456,0.18,0.233,10.0
0,0.465,0.36,0.105,0.488,0.188,0.0845,0.19,10.0
1,0.5,0.395,0.15,0.7145,0.3235,0.17300000000000001,0.195,9.0
1,0.615,0.47,0.175,1.2985,0.5135,0.34299999999999997,0.32,14.0
0,0.49,0.395,0.12,0.674,0.3325,0.1235,0.185,9.0
0,0.625,0.5,0.175,1.0565,0.4615,0.258,0.305,10.0
1,0.6,0.485,0.165,1.1405,0.5870000000000001,0.2175,0.28800000000000003,9.0
2,0.36,0.265,0.085,0.1865,0.0675,0.037000000000000005,0.0615,7.0
2,0.43,0.345,0.115,0.4295,0.212,0.10800000000000001,0.109,8.0
2,0.47,0.35,0.135,0.5670000000000001,0.2315,0.1465,0.1525,11.0
0,0.69,0.515,0.18,1.8445,0.9815,0.4655,0.341,13.0
0,0.59,0.475,0.16,0.9455,0.3815,0.184,0.27,19.0
1,0.57,0.44,0.19,1.018,0.447,0.207,0.265,9.0
2,0.31,0.24,0.09,0.1455,0.0605,0.0315,0.045,7.0
0,0.655,0.485,0.195,1.62,0.6275,0.358,0.485,17.0
0,0.5,0.355,0.14,0.528,0.2125,0.149,0.14,9.0
0,0.475,0.385,0.12,0.562,0.289,0.0905,0.153,8.0
2,0.585,0.45,0.135,0.855,0.3795,0.187,0.26,9.0
0,0.71,0.55,0.2,1.9045,0.882,0.44,0.5,13.0
0,0.735,0.57,0.21,2.2355,1.1705,0.46299999999999997,0.5315,10.0
2,0.51,0.395,0.105,0.5525,0.23399999999999999,0.127,0.165,8.0
1,0.55,0.435,0.14,0.745,0.34700000000000003,0.174,0.2265,9.0
2,0.37,0.275,0.085,0.2045,0.096,0.055999999999999994,0.08,6.0
1,0.525,0.41,0.115,0.7745,0.41600000000000004,0.163,0.18,7.0
0,0.595,0.46,0.14,0.852,0.4215,0.2255,0.22699999999999998,9.0
0,0.51,0.38,0.135,0.6809999999999999,0.3435,0.142,0.17,9.0
0,0.37,0.28,0.095,0.2225,0.0805,0.051,0.075,7.0
1,0.705,0.555,0.195,1.7525,0.7105,0.4215,0.516,12.0
2,0.5,0.39,0.13,0.5075,0.2115,0.10400000000000001,0.1755,9.0
0,0.425,0.34,0.12,0.38799999999999996,0.149,0.087,0.125,10.0
1,0.515,0.4,0.125,0.615,0.2865,0.12300000000000001,0.1765,8.0
0,0.51,0.4,0.14,0.6905,0.259,0.151,0.23,10.0
0,0.645,0.5,0.18,1.4609999999999999,0.5985,0.2425,0.439,11.0
1,0.455,0.375,0.125,0.45799999999999996,0.1985,0.111,0.12,10.0
1,0.655,0.505,0.175,1.2905,0.6205,0.2965,0.326,10.0
2,0.485,0.37,0.115,0.637,0.38,0.1335,0.128,7.0
1,0.455,0.35,0.12,0.4555,0.1945,0.1045,0.1375,7.0
2,0.475,0.365,0.1,0.1315,0.2025,0.0875,0.12300000000000001,7.0
2,0.425,0.31,0.105,0.365,0.159,0.0825,0.105,6.0
0,0.595,0.5,0.165,1.06,0.402,0.28,0.275,11.0
0,0.665,0.535,0.155,1.383,0.596,0.2565,0.485,14.0
1,0.555,0.42,0.14,0.868,0.33,0.243,0.21,13.0
2,0.44,0.35,0.11,0.3805,0.1575,0.0895,0.115,6.0
1,0.465,0.36,0.12,0.4765,0.192,0.1125,0.16,10.0
2,0.365,0.27,0.09,0.2155,0.1005,0.049,0.0655,6.0
0,0.615,0.505,0.165,1.167,0.4895,0.2955,0.345,10.0
1,0.58,0.48,0.18,1.2495,0.4945,0.27,0.371,8.0
2,0.38,0.3,0.09,0.27699999999999997,0.1655,0.0625,0.08199999999999999,6.0
0,0.6,0.45,0.15,0.8665,0.3695,0.1955,0.255,12.0
1,0.62,0.51,0.18,1.2329999999999999,0.5920000000000001,0.27399999999999997,0.322,10.0
2,0.535,0.41,0.13,0.6075,0.268,0.1225,0.1975,9.0
0,0.475,0.37,0.125,0.655,0.266,0.1725,0.185,10.0
2,0.36,0.265,0.075,0.1785,0.0785,0.035,0.054000000000000006,6.0
1,0.615,0.47,0.155,1.084,0.5885,0.209,0.24600000000000002,9.0
0,0.53,0.405,0.13,0.738,0.2845,0.17,0.193,9.0
1,0.67,0.535,0.185,1.597,0.6275,0.35,0.47,21.0
1,0.53,0.41,0.145,0.8255,0.375,0.204,0.245,9.0
2,0.36,0.265,0.085,0.1895,0.0725,0.0515,0.055,6.0
2,0.43,0.34,0.11,0.3645,0.159,0.0855,0.105,7.0
1,0.575,0.485,0.165,1.0405,0.419,0.264,0.3,14.0
1,0.46,0.36,0.115,0.4755,0.2105,0.105,0.16,8.0
0,0.605,0.475,0.19,1.1255,0.59,0.247,0.26,10.0
2,0.205,0.155,0.045,0.0495,0.0235,0.011000000000000001,0.013999999999999999,3.0
0,0.555,0.42,0.145,0.8695,0.3075,0.2575,0.25,14.0
2,0.45,0.35,0.11,0.514,0.253,0.1045,0.14,8.0
2,0.37,0.29,0.08,0.2545,0.10800000000000001,0.0565,0.07,6.0
0,0.615,0.48,0.19,1.36,0.5305,0.2375,0.47,18.0
2,0.36,0.27,0.09,0.2075,0.098,0.039,0.062,6.0
0,0.7,0.525,0.175,1.7585,0.8745,0.3615,0.47,10.0
2,0.475,0.42,0.16,0.7095,0.35,0.1505,0.1845,8.0
0,0.615,0.505,0.19,1.403,0.6715,0.2925,0.365,8.0
0,0.685,0.505,0.19,1.5330000000000001,0.667,0.4055,0.41,10.0
0,0.335,0.255,0.075,0.1635,0.0615,0.0345,0.057,8.0
0,0.565,0.44,0.155,0.868,0.348,0.217,0.26,11.0
0,0.71,0.555,0.175,2.14,1.2455,0.3725,0.434,11.0
0,0.625,0.48,0.16,1.2415,0.6575,0.2625,0.2785,9.0
1,0.525,0.415,0.15,0.7155,0.2355,0.171,0.27,13.0
0,0.725,0.57,0.19,2.3305,1.253,0.541,0.52,9.0
1,0.46,0.365,0.115,0.4485,0.165,0.083,0.17,14.0
2,0.405,0.3,0.09,0.2885,0.138,0.0635,0.0765,6.0
2,0.54,0.425,0.13,0.8155,0.3675,0.1365,0.24600000000000002,11.0
0,0.37,0.29,0.09,0.24100000000000002,0.11,0.045,0.069,10.0
2,0.275,0.195,0.07,0.0875,0.0345,0.022000000000000002,0.0255,4.0
1,0.68,0.55,0.2,1.5959999999999999,0.525,0.4075,0.585,21.0
2,0.375,0.285,0.09,0.257,0.1045,0.062,0.075,7.0
1,0.69,0.525,0.19,1.492,0.6425,0.3905,0.42,12.0
0,0.595,0.475,0.17,1.0965,0.419,0.22899999999999998,0.35,17.0
0,0.665,0.525,0.155,1.3575,0.5325,0.3045,0.4485,10.0
2,0.205,0.15,0.065,0.04,0.02,0.011000000000000001,0.013000000000000001,4.0
2,0.4,0.31,0.1,0.2875,0.1145,0.0635,0.095,10.0
1,0.63,0.515,0.16,1.3359999999999999,0.5529999999999999,0.3205,0.35,11.0
0,0.43,0.345,0.115,0.3045,0.0925,0.055,0.12,11.0
0,0.57,0.45,0.155,0.91,0.326,0.1895,0.355,14.0
1,0.425,0.325,0.135,0.382,0.1465,0.079,0.14,12.0
1,0.535,0.45,0.135,0.8075,0.322,0.18100000000000002,0.25,13.0
2,0.175,0.125,0.04,0.027999999999999997,0.0095,0.008,0.009000000000000001,4.0
1,0.64,0.5,0.165,1.1635,0.5539999999999999,0.239,0.32,11.0
0,0.55,0.44,0.16,0.991,0.348,0.168,0.375,20.0
2,0.56,0.44,0.14,0.825,0.402,0.139,0.245,10.0
1,0.53,0.42,0.14,0.627,0.2905,0.1165,0.183,8.0
2,0.51,0.375,0.15,0.8415,0.3845,0.156,0.255,10.0
1,0.595,0.465,0.15,1.0765,0.491,0.22,0.287,9.0
1,0.595,0.455,0.14,0.914,0.3895,0.2225,0.271,9.0
0,0.625,0.495,0.175,1.2075,0.531,0.281,0.3525,11.0
0,0.4,0.315,0.105,0.287,0.1135,0.037000000000000005,0.113,10.0
0,0.62,0.525,0.155,1.085,0.45399999999999996,0.1965,0.35,10.0
1,0.66,0.525,0.205,1.3665,0.5005,0.29100000000000004,0.41,18.0
0,0.625,0.5,0.13,1.082,0.5785,0.2045,0.25,8.0
0,0.475,0.36,0.12,0.578,0.2825,0.12,0.17,8.0
2,0.52,0.415,0.16,0.595,0.2105,0.142,0.26,15.0
0,0.615,0.455,0.15,0.9335,0.382,0.247,0.2615,10.0
1,0.595,0.45,0.165,1.081,0.49,0.2525,0.27899999999999997,12.0
0,0.59,0.46,0.145,0.929,0.38,0.24,0.255,10.0
0,0.68,0.515,0.16,1.2345,0.618,0.2625,0.325,11.0
2,0.275,0.2,0.075,0.086,0.0305,0.019,0.03,7.0
0,0.69,0.55,0.195,1.777,0.769,0.38,0.4305,11.0
0,0.635,0.48,0.19,1.4669999999999999,0.5825,0.303,0.42,15.0
0,0.575,0.445,0.14,0.737,0.325,0.1405,0.237,10.0
0,0.525,0.425,0.125,0.812,0.4035,0.1705,0.195,8.0
2,0.375,0.285,0.09,0.2545,0.11900000000000001,0.0595,0.0675,6.0
2,0.44,0.32,0.105,0.3875,0.1755,0.07400000000000001,0.12,9.0
0,0.6,0.475,0.23,1.157,0.522,0.2235,0.36,11.0
1,0.625,0.5,0.16,1.217,0.5725,0.207,0.355,11.0
1,0.58,0.46,0.185,1.0170000000000001,0.3515,0.2,0.32,10.0
1,0.625,0.49,0.155,1.33,0.6675,0.259,0.33,10.0
2,0.425,0.33,0.115,0.3265,0.1315,0.077,0.10300000000000001,6.0
2,0.445,0.355,0.095,0.3615,0.1415,0.0785,0.12,8.0
1,0.675,0.525,0.17,1.7109999999999999,0.8365,0.35200000000000004,0.475,9.0
2,0.46,0.34,0.09,0.384,0.1795,0.068,0.11,8.0
1,0.57,0.42,0.16,0.8875,0.4315,0.1915,0.223,8.0
0,0.42,0.345,0.105,0.43,0.175,0.096,0.13,7.0
0,0.7,0.545,0.215,1.9125,0.8825,0.4385,0.506,10.0
2,0.325,0.245,0.075,0.1495,0.0605,0.033,0.045,5.0
0,0.595,0.475,0.14,1.0305,0.4925,0.217,0.278,10.0
1,0.63,0.475,0.175,1.423,0.4155,0.3385,0.49,14.0
0,0.46,0.36,0.125,0.547,0.2165,0.1105,0.19,8.0
1,0.63,0.475,0.15,1.172,0.536,0.254,0.316,11.0
1,0.47,0.375,0.105,0.513,0.23199999999999998,0.142,0.13,11.0
0,0.52,0.395,0.125,0.5815,0.2565,0.1265,0.17,10.0
0,0.48,0.38,0.13,0.6175,0.3,0.142,0.175,12.0
2,0.37,0.28,0.085,0.198,0.0805,0.0455,0.057999999999999996,5.0
2,0.585,0.46,0.145,0.8465,0.33899999999999997,0.16699999999999998,0.295,10.0
0,0.63,0.5,0.185,1.3619999999999999,0.5785,0.3125,0.384,10.0
0,0.64,0.505,0.18,1.297,0.59,0.3125,0.363,11.0
0,0.55,0.385,0.13,0.7275,0.34299999999999997,0.1625,0.19,8.0
1,0.525,0.43,0.135,0.8435,0.4325,0.18,0.1815,9.0
1,0.61,0.48,0.19,1.2955,0.5215,0.3225,0.365,12.0
0,0.64,0.515,0.08,1.042,0.515,0.1755,0.175,10.0
0,0.705,0.55,0.21,1.4385,0.655,0.3255,0.462,11.0
1,0.58,0.445,0.145,0.888,0.41,0.1815,0.2425,8.0
0,0.455,0.375,0.125,0.484,0.2155,0.102,0.165,7.0
0,0.18,0.125,0.05,0.023,0.0085,0.0055,0.01,3.0
2,0.395,0.32,0.1,0.3075,0.149,0.0535,0.09,8.0
2,0.43,0.32,0.1,0.3855,0.192,0.0745,0.1,7.0
1,0.57,0.45,0.18,0.9079999999999999,0.4015,0.217,0.255,9.0
2,0.535,0.4,0.135,0.775,0.368,0.20800000000000002,0.2055,8.0
1,0.505,0.38,0.145,0.6509999999999999,0.2935,0.19,0.17,12.0
1,0.34,0.255,0.085,0.204,0.09699999999999999,0.021,0.05,6.0
0,0.5,0.365,0.13,0.5945,0.309,0.1085,0.1535,9.0
0,0.585,0.455,0.125,1.0270000000000001,0.391,0.212,0.25,17.0
0,0.41,0.31,0.125,0.3595,0.1415,0.0885,0.115,11.0
2,0.525,0.4,0.14,0.6955,0.2405,0.16,0.253,10.0
1,0.61,0.47,0.16,1.0170000000000001,0.426,0.2255,0.32,12.0
1,0.565,0.45,0.165,0.9765,0.322,0.244,0.37,12.0
2,0.235,0.18,0.06,0.057999999999999996,0.022000000000000002,0.0145,0.018000000000000002,6.0
0,0.545,0.435,0.145,0.9385,0.3685,0.1245,0.345,11.0
0,0.59,0.47,0.145,0.9235,0.4545,0.17300000000000001,0.254,9.0
2,0.575,0.475,0.17,0.9670000000000001,0.3775,0.284,0.275,13.0
1,0.53,0.42,0.17,0.828,0.41,0.20800000000000002,0.1505,6.0
0,0.71,0.555,0.195,1.9485,0.9455,0.3765,0.495,12.0
1,0.33,0.26,0.08,0.2,0.0625,0.05,0.07,9.0
0,0.695,0.58,0.2,1.8995,0.675,0.478,0.5295,13.0
2,0.32,0.24,0.085,0.131,0.0615,0.0265,0.038,6.0
0,0.5,0.385,0.135,0.551,0.2245,0.0715,0.20600000000000002,11.0
1,0.73,0.57,0.165,2.0165,1.0685,0.418,0.435,10.0
1,0.725,0.53,0.19,1.7315,0.83,0.39799999999999996,0.405,11.0
1,0.635,0.5,0.18,1.2565,0.539,0.292,0.35,10.0
1,0.35,0.275,0.065,0.205,0.0745,0.0465,0.07,10.0
0,0.6,0.495,0.185,1.1145,0.5055,0.2635,0.3670000000000001,11.0
0,0.45,0.355,0.12,0.3955,0.147,0.0765,0.145,9.0
0,0.615,0.45,0.15,1.198,0.7070000000000001,0.2095,0.2505,7.0
2,0.535,0.45,0.135,0.728,0.2845,0.1845,0.265,9.0
1,0.62,0.485,0.175,1.271,0.531,0.3075,0.37,11.0
2,0.475,0.35,0.12,0.4905,0.2035,0.13,0.135,7.0
0,0.575,0.465,0.12,1.0535,0.516,0.2185,0.235,9.0
0,0.62,0.46,0.17,1.127,0.535,0.2635,0.29600000000000004,7.0
0,0.77,0.605,0.175,2.0505,0.8005,0.526,0.355,11.0
2,0.55,0.415,0.15,0.7915,0.3535,0.17600000000000002,0.23600000000000002,10.0
1,0.57,0.445,0.155,1.0170000000000001,0.5265,0.2025,0.265,10.0
2,0.37,0.275,0.095,0.257,0.1015,0.055,0.0825,6.0
2,0.475,0.36,0.135,0.4355,0.196,0.0925,0.125,8.0
0,0.53,0.42,0.135,0.675,0.294,0.156,0.1825,10.0
0,0.65,0.505,0.18,1.469,0.7115,0.3335,0.38,9.0
2,0.37,0.275,0.08,0.2325,0.09300000000000001,0.055999999999999994,0.07200000000000001,6.0
1,0.71,0.575,0.175,1.555,0.6465,0.3705,0.52,15.0
0,0.555,0.46,0.16,0.86,0.3345,0.1935,0.275,10.0
0,0.58,0.45,0.155,0.8275,0.321,0.1975,0.2445,8.0
2,0.49,0.365,0.125,0.5585,0.252,0.126,0.1615,10.0
0,0.54,0.42,0.12,0.8115,0.392,0.1455,0.2235,9.0
1,0.55,0.435,0.17,0.884,0.2875,0.1645,0.28,14.0
1,0.575,0.435,0.155,0.8975,0.4115,0.2325,0.23,9.0
1,0.705,0.56,0.205,2.381,0.9915,0.5005,0.624,10.0
1,0.625,0.525,0.195,1.3519999999999999,0.4505,0.2445,0.53,13.0
1,0.675,0.55,0.19,1.551,0.7105,0.3685,0.41200000000000003,13.0
1,0.75,0.615,0.205,2.2635,0.821,0.423,0.726,12.0
0,0.56,0.455,0.165,0.86,0.4015,0.1695,0.245,11.0
2,0.33,0.26,0.08,0.19,0.0765,0.0385,0.065,7.0
1,0.57,0.495,0.16,1.0915,0.452,0.275,0.315,14.0
0,0.71,0.565,0.2,1.601,0.706,0.321,0.45,11.0
2,0.465,0.37,0.115,0.4075,0.1515,0.0935,0.1455,9.0
2,0.58,0.435,0.15,0.8915,0.363,0.1925,0.2515,6.0
0,0.61,0.47,0.155,1.0325,0.4970000000000001,0.2175,0.2785,9.0
1,0.69,0.555,0.205,1.8165,0.7785,0.4395,0.515,19.0
0,0.595,0.48,0.185,1.1785,0.526,0.2975,0.314,10.0
1,0.58,0.455,0.12,0.94,0.39899999999999997,0.257,0.265,11.0
2,0.225,0.17,0.05,0.0515,0.019,0.012,0.017,4.0
2,0.485,0.375,0.11,0.46399999999999997,0.2015,0.09,0.149,8.0
1,0.68,0.56,0.195,1.6640000000000001,0.58,0.3855,0.545,11.0
0,0.365,0.285,0.085,0.2205,0.0855,0.0515,0.07,9.0
2,0.505,0.4,0.125,0.5605,0.2255,0.1435,0.17,8.0
0,0.55,0.44,0.155,0.9155,0.3645,0.195,0.25,8.0
1,0.69,0.58,0.195,1.6580000000000001,0.708,0.3615,0.4715,10.0
1,0.51,0.395,0.12,0.6175,0.262,0.122,0.193,12.0
1,0.53,0.385,0.125,0.6695,0.289,0.151,0.18,10.0
2,0.55,0.415,0.135,0.8095,0.2985,0.2015,0.28,12.0
2,0.41,0.3,0.115,0.2595,0.09699999999999999,0.0515,0.08,10.0
0,0.62,0.49,0.155,1.1,0.505,0.2475,0.31,9.0
1,0.63,0.475,0.155,1.0005,0.452,0.252,0.265,10.0
0,0.655,0.525,0.16,1.46,0.6859999999999999,0.311,0.405,11.0
0,0.65,0.495,0.18,1.7930000000000001,0.8005,0.33899999999999997,0.53,14.0
1,0.56,0.43,0.145,0.898,0.3895,0.2325,0.245,9.0
0,0.7,0.6,0.23,2.003,0.8105,0.4045,0.5755,10.0
0,0.63,0.49,0.15,1.1955,0.5845,0.257,0.3,9.0
1,0.49,0.37,0.14,0.585,0.243,0.115,0.195,10.0
1,0.615,0.46,0.15,1.0265,0.4935,0.201,0.2745,10.0
1,0.68,0.52,0.185,1.494,0.615,0.3935,0.406,11.0
2,0.43,0.335,0.105,0.37799999999999995,0.188,0.0785,0.09,6.0
2,0.36,0.27,0.09,0.21899999999999997,0.09699999999999999,0.0405,0.065,6.0
