sex,length,diameter,height,whole_weight,shucked_weight,viscera_weight,shell_weight,target
2,0.475,0.36,0.11,0.452,0.191,0.099,0.13,8.0
2,0.47,0.375,0.125,0.5225,0.2265,0.104,0.162,8.0
1,0.605,0.48,0.15,1.079,0.4505,0.2835,0.293,10.0
2,0.49,0.385,0.12,0.591,0.271,0.1125,0.1775,9.0
1,0.655,0.505,0.165,1.367,0.5835,0.3515,0.396,10.0
0,0.505,0.4,0.13,0.764,0.3035,0.189,0.2175,11.0
0,0.645,0.49,0.16,1.251,0.5355,0.3345,0.3165,9.0
1,0.54,0.42,0.14,0.8035,0.38,0.1805,0.21,9.0
1,0.585,0.42,0.155,0.9845,0.442,0.2155,0.2875,13.0
2,0.355,0.28,0.1,0.2275,0.0935,0.0455,0.085,11.0
1,0.64,0.475,0.175,1.1545,0.4865,0.341,0.28800000000000003,9.0
2,0.48,0.335,0.125,0.524,0.246,0.1095,0.145,7.0
0,0.635,0.5,0.18,1.2915,0.594,0.2695,0.37,9.0
1,0.62,0.475,0.16,1.3245,0.6865,0.233,0.3275,9.0
2,0.27,0.195,0.07,0.102,0.045,0.0135,0.034,8.0
2,0.48,0.39,0.145,0.5825,0.2315,0.121,0.255,15.0
0,0.49,0.39,0.135,0.5920000000000001,0.242,0.096,0.1835,15.0
2,0.275,0.2,0.055,0.0925,0.038,0.021,0.026,4.0
0,0.5,0.39,0.13,0.7090000000000001,0.275,0.168,0.18,11.0
2,0.62,0.485,0.17,1.208,0.4805,0.3045,0.33,15.0
1,0.485,0.375,0.145,0.5885,0.2385,0.1155,0.19,13.0
1,0.475,0.375,0.125,0.588,0.237,0.1715,0.155,10.0
0,0.495,0.38,0.135,0.6295,0.263,0.1425,0.215,12.0
1,0.62,0.5,0.175,1.146,0.477,0.23,0.39,13.0
1,0.5,0.4,0.15,0.8085,0.273,0.112,0.295,13.0
2,0.315,0.23,0.07,0.16399999999999998,0.0625,0.04,0.045,6.0
0,0.585,0.43,0.16,0.955,0.3625,0.17600000000000002,0.27,11.0
2,0.635,0.505,0.19,1.3315,0.5805,0.252,0.435,17.0
1,0.435,0.35,0.11,0.384,0.14300000000000002,0.1005,0.125,13.0
0,0.645,0.485,0.155,1.489,0.5915,0.312,0.38,18.0
0,0.535,0.42,0.125,0.764,0.312,0.1505,0.265,11.0
2,0.635,0.48,0.2,1.3655,0.6255,0.2595,0.425,16.0
2,0.29,0.225,0.075,0.152,0.071,0.059,0.045,9.0
2,0.44,0.34,0.125,0.4895,0.1735,0.0875,0.2,13.0
1,0.64,0.485,0.145,1.1335,0.5525,0.2505,0.3015,11.0
2,0.55,0.45,0.14,0.753,0.3445,0.1325,0.24,8.0
2,0.61,0.48,0.165,1.097,0.4215,0.264,0.335,13.0
0,0.685,0.51,0.165,1.545,0.6859999999999999,0.3775,0.4055,10.0
2,0.595,0.475,0.155,0.984,0.4865,0.184,0.2755,10.0
2,0.5,0.38,0.155,0.6675,0.2745,0.156,0.18,12.0
2,0.465,0.355,0.12,0.5805,0.255,0.0915,0.184,8.0
1,0.4,0.335,0.115,0.4335,0.2105,0.1205,0.12,10.0
2,0.5,0.37,0.115,0.5745,0.306,0.112,0.141,7.0
2,0.43,0.315,0.115,0.384,0.1885,0.0715,0.11,8.0
2,0.53,0.42,0.14,0.6765,0.256,0.1855,0.208,9.0
0,0.68,0.53,0.18,1.529,0.7635,0.3115,0.4025,11.0
2,0.475,0.35,0.125,0.4225,0.1905,0.079,0.1355,9.0
2,0.35,0.265,0.085,0.1735,0.0775,0.034,0.056,6.0
2,0.495,0.38,0.145,0.515,0.175,0.098,0.212,13.0
2,0.25,0.18,0.065,0.0805,0.0345,0.0185,0.0215,4.0
2,0.49,0.375,0.115,0.557,0.2275,0.1335,0.1765,8.0
2,0.495,0.33,0.1,0.44,0.177,0.095,0.15,7.0
1,0.52,0.405,0.14,0.6915,0.276,0.13699999999999998,0.215,11.0
0,0.655,0.54,0.165,1.403,0.6955,0.2385,0.42,11.0
1,0.49,0.38,0.13,0.539,0.229,0.1355,0.165,12.0
2,0.405,0.3,0.085,0.3035,0.15,0.0505,0.08800000000000001,7.0
1,0.56,0.44,0.155,0.9705,0.4315,0.263,0.255,9.0
2,0.3,0.23,0.075,0.127,0.052000000000000005,0.03,0.0345,6.0
0,0.59,0.405,0.15,0.853,0.326,0.2615,0.245,9.0
1,0.66,0.515,0.18,1.523,0.54,0.3365,0.555,16.0
0,0.67,0.5,0.2,1.269,0.5760000000000001,0.2985,0.35100000000000003,11.0
1,0.625,0.515,0.155,1.1635,0.4875,0.259,0.355,11.0
1,0.605,0.45,0.165,1.2225,0.35700000000000004,0.202,0.385,13.0
2,0.455,0.37,0.11,0.514,0.2385,0.1235,0.126,8.0
1,0.665,0.5,0.175,1.742,0.595,0.3025,0.725,21.0
2,0.56,0.44,0.17,0.9445,0.3545,0.2175,0.3,12.0
0,0.715,0.545,0.18,1.7405,0.871,0.34700000000000003,0.449,10.0
2,0.48,0.38,0.125,0.523,0.2105,0.1045,0.175,15.0
1,0.695,0.55,0.16,1.6365,0.6940000000000001,0.3005,0.44,13.0
2,0.57,0.42,0.13,0.7745,0.3535,0.1505,0.2365,9.0
2,0.525,0.4,0.13,0.6445,0.345,0.1285,0.2,8.0
1,0.555,0.43,0.135,0.812,0.4055,0.163,0.2215,9.0
1,0.625,0.49,0.19,1.7015,0.7465,0.4105,0.3855,11.0
1,0.665,0.53,0.185,1.3955,0.456,0.3205,0.49,15.0
2,0.44,0.35,0.12,0.375,0.1425,0.0965,0.115,9.0
0,0.735,0.555,0.22,2.333,1.2395,0.3645,0.6195,12.0
2,0.53,0.38,0.125,0.616,0.292,0.113,0.185,8.0
2,0.495,0.375,0.115,0.5755,0.31,0.1145,0.1395,8.0
2,0.46,0.335,0.11,0.444,0.225,0.0745,0.11,8.0
0,0.435,0.335,0.11,0.4385,0.2075,0.0715,0.1315,7.0
0,0.595,0.49,0.185,1.185,0.482,0.2015,0.361,10.0
2,0.58,0.42,0.16,0.728,0.2725,0.19,0.19,14.0
0,0.495,0.415,0.165,0.7485,0.264,0.134,0.285,13.0
1,0.685,0.53,0.17,1.5105,0.7385,0.3525,0.3725,10.0
0,0.505,0.4,0.135,0.723,0.377,0.149,0.17800000000000002,7.0
1,0.5,0.405,0.14,0.6735,0.265,0.124,0.25,18.0
0,0.71,0.57,0.195,1.348,0.8985,0.4435,0.4535,11.0
1,0.51,0.375,0.11,0.5805,0.2865,0.118,0.14800000000000002,7.0
2,0.46,0.36,0.14,0.447,0.161,0.087,0.16,9.0
0,0.77,0.6,0.215,2.1945,1.0515,0.482,0.584,10.0
1,0.595,0.485,0.145,1.2515,0.5035,0.2925,0.33,14.0
1,0.49,0.37,0.105,0.5265,0.249,0.1005,0.14800000000000002,7.0
2,0.5,0.395,0.12,0.537,0.2165,0.1085,0.1785,9.0
0,0.63,0.49,0.16,1.09,0.407,0.224,0.354,12.0
1,0.59,0.465,0.16,1.1005,0.506,0.2525,0.295,13.0
1,0.63,0.505,0.195,1.306,0.516,0.3305,0.375,9.0
2,0.25,0.18,0.06,0.073,0.028,0.017,0.0225,5.0
2,0.54,0.42,0.14,0.74,0.3595,0.159,0.1985,8.0
0,0.615,0.475,0.15,1.0375,0.476,0.2325,0.28300000000000003,9.0
0,0.6,0.51,0.185,1.285,0.6095,0.2745,0.315,9.0
2,0.505,0.38,0.135,0.5385,0.2645,0.095,0.165,9.0
2,0.435,0.345,0.12,0.4475,0.221,0.112,0.125,7.0
2,0.27,0.205,0.05,0.084,0.03,0.0185,0.029,6.0
2,0.55,0.42,0.13,0.636,0.294,0.14400000000000002,0.1755,8.0
0,0.625,0.485,0.16,1.2135,0.631,0.2235,0.302,9.0
1,0.685,0.525,0.175,1.71,0.5415,0.309,0.58,16.0
1,0.515,0.415,0.13,0.764,0.276,0.196,0.25,13.0
1,0.525,0.41,0.135,0.7905,0.4065,0.198,0.177,8.0
2,0.56,0.435,0.13,0.777,0.354,0.173,0.222,9.0
1,0.54,0.415,0.15,0.8115,0.3875,0.1875,0.2035,9.0
0,0.555,0.445,0.13,0.8625,0.4225,0.155,0.24,9.0
1,0.585,0.475,0.165,1.053,0.458,0.217,0.3,11.0
0,0.59,0.475,0.14,0.977,0.4625,0.2025,0.275,10.0
0,0.535,0.415,0.135,0.78,0.3165,0.16899999999999998,0.2365,8.0
2,0.44,0.345,0.115,0.545,0.269,0.111,0.1305,6.0
0,0.5,0.375,0.145,0.6215,0.274,0.166,0.1485,7.0
1,0.38,0.3,0.09,0.3215,0.1545,0.075,0.095,9.0
1,0.6,0.46,0.15,1.235,0.6025,0.274,0.29,8.0
2,0.485,0.37,0.1,0.513,0.219,0.1075,0.13,7.0
0,0.6,0.465,0.18,1.193,0.5145,0.315,0.3055,8.0
1,0.62,0.5,0.17,1.148,0.5475,0.22,0.3315,10.0
2,0.44,0.31,0.115,0.3625,0.134,0.08199999999999999,0.12,11.0
2,0.24,0.17,0.05,0.0545,0.0205,0.016,0.0155,5.0
0,0.53,0.415,0.12,0.706,0.3355,0.1635,0.1345,9.0
1,0.67,0.525,0.195,1.37,0.6065,0.2955,0.407,12.0
1,0.635,0.525,0.18,1.3695,0.634,0.318,0.363,11.0
2,0.4,0.315,0.1,0.3225,0.14300000000000002,0.0735,0.091,6.0
2,0.355,0.255,0.08,0.187,0.078,0.0505,0.058,7.0
1,0.505,0.395,0.145,0.6515,0.2695,0.153,0.205,15.0
1,0.6,0.475,0.18,1.162,0.511,0.2675,0.32,18.0
0,0.61,0.475,0.175,1.024,0.409,0.261,0.322,9.0
2,0.55,0.405,0.15,0.6755,0.3015,0.1465,0.21,10.0
2,0.295,0.22,0.07,0.1365,0.0575,0.0295,0.035,6.0
2,0.535,0.45,0.155,0.8075,0.3655,0.14800000000000002,0.2595,10.0
1,0.645,0.52,0.175,1.3345,0.667,0.2665,0.355,10.0
0,0.54,0.41,0.145,0.989,0.2815,0.213,0.355,19.0
0,0.645,0.48,0.15,1.192,0.6055,0.2595,0.285,9.0
1,0.69,0.54,0.185,1.5715,0.6935,0.318,0.47,15.0
0,0.545,0.45,0.15,0.7805,0.3795,0.1625,0.21600000000000005,8.0
0,0.59,0.45,0.16,0.998,0.445,0.214,0.301,9.0
1,0.59,0.465,0.17,1.0425,0.4635,0.24,0.27,10.0
0,0.62,0.465,0.145,0.911,0.375,0.2145,0.278,10.0
0,0.655,0.505,0.165,1.27,0.6035,0.262,0.335,10.0
2,0.335,0.26,0.09,0.1835,0.078,0.024,0.065,11.0
1,0.675,0.51,0.15,1.1965,0.475,0.304,0.386,11.0
2,0.455,0.34,0.115,0.486,0.261,0.0655,0.1315,8.0
2,0.595,0.43,0.165,0.9845,0.4525,0.207,0.2725,8.0
2,0.415,0.325,0.115,0.3285,0.1405,0.051,0.106,12.0
0,0.615,0.475,0.19,1.4335,0.7315,0.305,0.3285,9.0
2,0.405,0.305,0.105,0.3625,0.1565,0.0705,0.125,10.0
1,0.635,0.485,0.19,1.3765,0.634,0.2885,0.406,11.0
2,0.45,0.355,0.115,0.4385,0.184,0.108,0.1125,11.0
1,0.6,0.475,0.135,1.4405,0.5885,0.191,0.3175,9.0
2,0.16,0.12,0.02,0.018000000000000002,0.0075,0.0045,0.005,4.0
0,0.65,0.51,0.175,1.446,0.6485,0.2705,0.45,12.0
0,0.66,0.505,0.2,1.6305,0.4865,0.297,0.61,18.0
2,0.36,0.26,0.08,0.1795,0.07400000000000001,0.0315,0.06,5.0
2,0.44,0.335,0.115,0.4215,0.173,0.0765,0.113,7.0
2,0.44,0.35,0.125,0.456,0.21,0.0955,0.131,8.0
1,0.665,0.52,0.165,1.6885,0.7295,0.407,0.4265,11.0
1,0.615,0.5,0.205,1.1055,0.4445,0.227,0.39,16.0
2,0.31,0.235,0.09,0.127,0.048,0.031,0.04,6.0
2,0.445,0.345,0.12,0.4035,0.16899999999999998,0.0825,0.13,7.0
1,0.585,0.46,0.165,1.058,0.486,0.25,0.294,9.0
1,0.7,0.54,0.215,1.978,0.6675,0.3125,0.71,24.0
1,0.435,0.35,0.125,0.459,0.197,0.1145,0.145,9.0
2,0.455,0.435,0.11,0.4265,0.195,0.09,0.1205,8.0
0,0.535,0.44,0.165,0.875,0.279,0.18,0.3,10.0
1,0.675,0.53,0.195,1.4985,0.62,0.375,0.425,9.0
2,0.375,0.285,0.09,0.237,0.106,0.0395,0.08,8.0
0,0.6,0.47,0.16,1.012,0.441,0.2015,0.305,10.0
1,0.575,0.42,0.19,1.764,0.914,0.377,0.4095,10.0
2,0.375,0.285,0.1,0.239,0.105,0.0555,0.07,8.0
0,0.505,0.365,0.115,0.521,0.25,0.096,0.15,8.0
0,0.63,0.525,0.195,1.3135,0.4935,0.2565,0.465,10.0
1,0.62,0.51,0.15,1.456,0.581,0.2875,0.32,13.0
1,0.465,0.35,0.135,0.6265,0.259,0.1445,0.175,8.0
0,0.71,0.56,0.175,1.724,0.5660000000000001,0.4575,0.4625,13.0
1,0.67,0.515,0.17,1.4265,0.6605,0.3395,0.37,11.0
2,0.335,0.255,0.085,0.1785,0.071,0.0405,0.055,9.0
0,0.515,0.37,0.115,0.6145,0.3415,0.155,0.146,9.0
1,0.61,0.495,0.165,1.0835,0.4525,0.273,0.317,9.0
0,0.42,0.34,0.125,0.4495,0.165,0.1125,0.14400000000000002,11.0
0,0.66,0.505,0.19,1.4385,0.6775,0.285,0.17800000000000002,11.0
2,0.465,0.355,0.12,0.4975,0.2375,0.099,0.14,8.0
0,0.585,0.45,0.175,1.1275,0.4925,0.262,0.335,11.0
2,0.48,0.355,0.125,0.494,0.2385,0.0835,0.15,9.0
2,0.495,0.375,0.12,0.589,0.3075,0.1215,0.1405,8.0
2,0.59,0.475,0.145,0.9745,0.4675,0.207,0.259,10.0
0,0.41,0.325,0.1,0.3555,0.146,0.07200000000000001,0.105,9.0
0,0.35,0.265,0.09,0.2265,0.0995,0.0575,0.065,6.0
0,0.45,0.36,0.16,0.5670000000000001,0.174,0.1245,0.225,12.0
0,0.65,0.52,0.17,1.3655,0.6155,0.2885,0.36,11.0
0,0.635,0.485,0.18,1.1795,0.4785,0.2775,0.355,10.0
1,0.66,0.525,0.16,1.277,0.4975,0.319,0.394,13.0
2,0.56,0.43,0.13,0.728,0.3355,0.1435,0.2175,8.0
1,0.695,0.535,0.2,1.5855,0.667,0.334,0.471,11.0
1,0.615,0.455,0.135,1.0590000000000002,0.4735,0.263,0.274,9.0
0,0.375,0.28,0.095,0.2225,0.0875,0.043,0.08,10.0
2,0.565,0.43,0.125,0.6545,0.2815,0.139,0.21,9.0
0,0.545,0.43,0.155,0.8035,0.409,0.14400000000000002,0.228,7.0
0,0.63,0.505,0.155,1.105,0.4920000000000001,0.226,0.325,11.0
0,0.525,0.405,0.16,0.792,0.316,0.1455,0.28,13.0
2,0.4,0.265,0.1,0.2775,0.1245,0.0605,0.08,9.0
0,0.6,0.475,0.16,1.164,0.5045,0.2635,0.335,12.0
1,0.57,0.465,0.155,0.872,0.3245,0.239,0.285,14.0
0,0.475,0.395,0.135,0.5920000000000001,0.2465,0.1645,0.2,13.0
1,0.655,0.49,0.16,1.204,0.5455,0.2615,0.3225,9.0
0,0.6,0.475,0.175,1.11,0.5105,0.256,0.285,9.0
1,0.455,0.35,0.125,0.4485,0.1585,0.102,0.1335,16.0
0,0.695,0.57,0.23,1.885,0.8665,0.435,0.5,19.0
0,0.595,0.47,0.175,0.991,0.382,0.2395,0.5,12.0
2,0.45,0.36,0.125,0.45,0.191,0.0865,0.145,12.0
0,0.57,0.455,0.15,0.96,0.387,0.2385,0.275,11.0
0,0.565,0.455,0.15,0.9795,0.444,0.205,0.275,8.0
2,0.575,0.44,0.125,0.8515,0.4555,0.1715,0.1965,9.0
2,0.615,0.46,0.19,1.0659999999999998,0.4335,0.226,0.33,13.0
1,0.695,0.56,0.185,1.7715,0.8195,0.331,0.4370000000000001,10.0
2,0.2,0.15,0.04,0.046,0.021,0.006999999999999999,0.0065,4.0
0,0.625,0.48,0.16,1.1415,0.5795,0.2145,0.29,9.0
1,0.49,0.39,0.135,0.59,0.215,0.125,0.1845,12.0
2,0.445,0.345,0.13,0.4075,0.1365,0.0645,0.18,11.0
0,0.675,0.52,0.145,1.3645,0.557,0.3405,0.385,11.0
1,0.52,0.43,0.15,0.728,0.302,0.1575,0.235,11.0
1,0.49,0.4,0.145,0.6635,0.21,0.1295,0.2515,13.0
0,0.55,0.45,0.17,0.81,0.317,0.157,0.22,11.0
2,0.51,0.395,0.155,0.5395,0.2465,0.1085,0.16699999999999998,8.0
1,0.5,0.4,0.165,0.7105,0.27,0.1455,0.225,20.0
2,0.59,0.45,0.16,0.893,0.2745,0.2185,0.345,14.0
1,0.49,0.385,0.16,0.6559999999999999,0.2455,0.171,0.205,9.0
2,0.565,0.43,0.135,0.8545,0.321,0.1775,0.275,11.0
2,0.62,0.475,0.16,0.907,0.371,0.16699999999999998,0.3075,11.0
0,0.555,0.425,0.15,0.873,0.4625,0.1845,0.1965,9.0
0,0.61,0.365,0.155,1.0765,0.488,0.249,0.27,9.0
1,0.67,0.525,0.19,1.527,0.5755,0.353,0.44,12.0
0,0.605,0.475,0.175,1.2009999999999998,0.5395,0.275,0.309,10.0
1,0.67,0.51,0.155,1.278,0.5605,0.3045,0.358,11.0
2,0.35,0.265,0.11,0.209,0.066,0.059,0.075,9.0
2,0.335,0.25,0.095,0.185,0.0795,0.0495,0.055,8.0
2,0.52,0.4,0.11,0.597,0.2935,0.1155,0.16,8.0
0,0.545,0.41,0.14,0.737,0.349,0.15,0.212,9.0
1,0.625,0.485,0.135,1.3025,0.61,0.2675,0.3605,14.0
2,0.535,0.4,0.145,0.705,0.3065,0.1365,0.22,10.0
2,0.49,0.39,0.12,0.511,0.2205,0.103,0.1745,9.0
2,0.6,0.445,0.175,1.057,0.383,0.21600000000000005,0.355,16.0
1,0.675,0.54,0.21,1.5930000000000002,0.6859999999999999,0.318,0.45,11.0
1,0.52,0.375,0.135,0.5375,0.221,0.117,0.17,8.0
2,0.555,0.455,0.17,0.8435,0.309,0.1905,0.3,15.0
2,0.66,0.525,0.215,1.786,0.6725,0.3615,0.4065,11.0
2,0.4,0.305,0.1,0.3415,0.17600000000000002,0.0625,0.0865,7.0
2,0.395,0.3,0.12,0.2995,0.1265,0.068,0.0895,8.0
0,0.67,0.515,0.165,1.1735,0.526,0.285,0.316,11.0
0,0.535,0.42,0.16,0.72,0.275,0.16399999999999998,0.225,15.0
2,0.435,0.335,0.11,0.383,0.1555,0.0675,0.135,12.0
1,0.53,0.43,0.17,0.775,0.35,0.152,0.235,17.0
2,0.475,0.385,0.11,0.5735,0.311,0.1025,0.136,7.0
2,0.545,0.43,0.14,0.772,0.289,0.19,0.2615,8.0
0,0.37,0.28,0.105,0.224,0.0815,0.0575,0.075,8.0
0,0.59,0.44,0.135,0.966,0.439,0.2145,0.2605,10.0
1,0.595,0.495,0.235,1.366,0.5065,0.219,0.52,13.0
2,0.43,0.33,0.095,0.32,0.118,0.065,0.123,7.0
1,0.8,0.63,0.195,2.526,0.933,0.59,0.62,23.0
1,0.525,0.44,0.125,0.7115,0.3205,0.159,0.1915,7.0
1,0.46,0.33,0.15,0.5325,0.2085,0.1805,0.125,10.0
0,0.765,0.585,0.18,2.398,1.128,0.512,0.5335,12.0
2,0.24,0.185,0.06,0.0655,0.0295,0.0005,0.02,4.0
0,0.685,0.55,0.19,1.885,0.89,0.41,0.4895,10.0
0,0.695,0.57,0.2,2.033,0.7509999999999999,0.4255,0.685,15.0
2,0.56,0.445,0.165,1.0285,0.4535,0.253,0.275,11.0
1,0.64,0.505,0.19,1.2355,0.4435,0.3105,0.365,14.0
1,0.645,0.49,0.19,1.3065,0.479,0.3565,0.345,18.0
1,0.525,0.415,0.15,0.7055,0.329,0.147,0.199,10.0
2,0.475,0.335,0.1,0.4425,0.1895,0.086,0.135,9.0
2,0.285,0.205,0.07,0.106,0.039,0.0285,0.034,5.0
2,0.61,0.49,0.16,1.1545,0.5865,0.2385,0.2915,11.0
2,0.45,0.34,0.105,0.4385,0.21,0.0925,0.12,8.0
1,0.74,0.575,0.22,2.012,0.8915,0.5265,0.471,12.0
1,0.515,0.395,0.165,0.7565,0.1905,0.17,0.3205,10.0
2,0.565,0.435,0.155,0.782,0.2715,0.168,0.285,14.0
2,0.345,0.255,0.095,0.183,0.075,0.0385,0.06,6.0
1,0.65,0.565,0.2,1.6645,0.753,0.3670000000000001,0.43,12.0
0,0.42,0.34,0.115,0.4215,0.175,0.093,0.135,8.0
0,0.295,0.23,0.085,0.125,0.042,0.0285,0.043,8.0
2,0.34,0.255,0.075,0.18,0.0745,0.04,0.0525,6.0
1,0.475,0.38,0.145,0.57,0.16699999999999998,0.118,0.187,11.0
2,0.355,0.285,0.095,0.2275,0.0955,0.0475,0.0715,6.0
1,0.59,0.485,0.205,1.2315,0.4525,0.238,0.42,13.0
1,0.505,0.41,0.135,0.657,0.29100000000000004,0.133,0.195,15.0
2,0.605,0.48,0.155,0.9995,0.425,0.1985,0.3,10.0
