image,target
hsf_0_00221.png,K
hsf_0_00235.png,K
hsf_0_00023.png,K
hsf_0_00037.png,K
hsf_0_00194.png,K
hsf_0_00180.png,K
hsf_0_00157.png,K
hsf_0_00143.png,K
hsf_0_00155.png,K
hsf_0_00141.png,K
hsf_0_00169.png,K
hsf_0_00196.png,K
hsf_0_00182.png,K
hsf_0_00021.png,K
hsf_0_00035.png,K
hsf_0_00009.png,K
hsf_0_00223.png,K
hsf_0_00237.png,K
hsf_0_00236.png,K
hsf_0_00222.png,K
hsf_0_00008.png,K
hsf_0_00034.png,K
hsf_0_00020.png,K
hsf_0_00183.png,K
hsf_0_00197.png,K
hsf_0_00168.png,K
hsf_0_00140.png,K
hsf_0_00154.png,K
hsf_0_00178.png,K
hsf_0_00150.png,K
hsf_0_00144.png,K
hsf_0_00193.png,K
hsf_0_00187.png,K
hsf_0_00018.png,K
hsf_0_00024.png,K
hsf_0_00030.png,K
hsf_0_00226.png,K
hsf_0_00232.png,K
hsf_0_00233.png,K
hsf_0_00227.png,K
hsf_0_00031.png,K
hsf_0_00025.png,K
hsf_0_00019.png,K
hsf_0_00186.png,K
hsf_0_00192.png,K
hsf_0_00145.png,K
hsf_0_00151.png,K
hsf_0_00179.png,K
hsf_0_00147.png,K
hsf_0_00153.png,K
hsf_0_00184.png,K
hsf_0_00190.png,K
hsf_0_00033.png,K
hsf_0_00027.png,K
hsf_0_00219.png,K
hsf_0_00231.png,K
hsf_0_00225.png,K
hsf_0_00224.png,K
hsf_0_00230.png,K
hsf_0_00218.png,K
hsf_0_00026.png,K
hsf_0_00032.png,K
hsf_0_00191.png,K
hsf_0_00185.png,K
hsf_0_00152.png,K
hsf_0_00146.png,K
hsf_0_00163.png,K
hsf_0_00177.png,K
hsf_0_00188.png,K
hsf_0_00017.png,K
hsf_0_00003.png,K
hsf_0_00215.png,K
hsf_0_00201.png,K
hsf_0_00229.png,K
hsf_0_00228.png,K
hsf_0_00200.png,K
hsf_0_00214.png,K
hsf_0_00002.png,K
hsf_0_00016.png,K
hsf_0_00189.png,K
hsf_0_00176.png,K
hsf_0_00162.png,K
hsf_0_00174.png,K
hsf_0_00160.png,K
hsf_0_00148.png,K
hsf_0_00000.png,K
hsf_0_00014.png,K
hsf_0_00028.png,K
hsf_0_00202.png,K
hsf_0_00216.png,K
hsf_0_00217.png,K
hsf_0_00203.png,K
hsf_0_00029.png,K
hsf_0_00015.png,K
hsf_0_00001.png,K
hsf_0_00149.png,K
hsf_0_00161.png,K
hsf_0_00175.png,K
hsf_0_00159.png,K
hsf_0_00171.png,K
hsf_0_00165.png,K
hsf_0_00039.png,K
hsf_0_00005.png,K
hsf_0_00011.png,K
hsf_0_00207.png,K
hsf_0_00213.png,K
hsf_0_00212.png,K
hsf_0_00206.png,K
hsf_0_00010.png,K
hsf_0_00004.png,K
hsf_0_00038.png,K
hsf_0_00164.png,K
hsf_0_00170.png,K
hsf_0_00158.png,K
hsf_0_00166.png,K
hsf_0_00172.png,K
hsf_0_00199.png,K
hsf_0_00012.png,K
hsf_0_00006.png,K
hsf_0_00238.png,K
hsf_0_00210.png,K
hsf_0_00204.png,K
hsf_0_00205.png,K
hsf_0_00211.png,K
hsf_0_00239.png,K
hsf_0_00007.png,K
hsf_0_00013.png,K
hsf_0_00198.png,K
hsf_0_00173.png,K
hsf_0_00167.png,K
hsf_0_00302.png,K
hsf_0_00316.png,K
hsf_0_00100.png,K
hsf_0_00114.png,K
hsf_0_00128.png,K
hsf_0_00074.png,K
hsf_0_00060.png,K
hsf_0_00048.png,K
hsf_0_00276.png,K
hsf_0_00262.png,K
hsf_0_00289.png,K
hsf_0_00288.png,K
hsf_0_00263.png,K
hsf_0_00277.png,K
hsf_0_00049.png,K
hsf_0_00061.png,K
hsf_0_00075.png,K
hsf_0_00129.png,K
hsf_0_00115.png,K
hsf_0_00101.png,K
hsf_0_00317.png,K
hsf_0_00303.png,K
hsf_0_00315.png,K
hsf_0_00301.png,K
hsf_0_00117.png,K
hsf_0_00103.png,K
hsf_0_00063.png,K
hsf_0_00077.png,K
hsf_0_00088.png,K
hsf_0_00261.png,K
hsf_0_00275.png,K
hsf_0_00249.png,K
hsf_0_00248.png,K
hsf_0_00274.png,K
hsf_0_00260.png,K
hsf_0_00089.png,K
hsf_0_00076.png,K
hsf_0_00062.png,K
hsf_0_00102.png,K
hsf_0_00116.png,K
hsf_0_00300.png,K
hsf_0_00314.png,K
hsf_0_00310.png,K
hsf_0_00304.png,K
hsf_0_00112.png,K
hsf_0_00106.png,K
hsf_0_00066.png,K
hsf_0_00072.png,K
hsf_0_00099.png,K
hsf_0_00258.png,K
hsf_0_00264.png,K
hsf_0_00270.png,K
hsf_0_00271.png,K
hsf_0_00265.png,K
hsf_0_00259.png,K
hsf_0_00098.png,K
hsf_0_00073.png,K
hsf_0_00067.png,K
hsf_0_00107.png,K
hsf_0_00113.png,K
hsf_0_00305.png,K
hsf_0_00311.png,K
hsf_0_00307.png,K
hsf_0_00313.png,K
hsf_0_00139.png,K
hsf_0_00105.png,K
hsf_0_00111.png,K
hsf_0_00059.png,K
hsf_0_00071.png,K
hsf_0_00065.png,K
hsf_0_00273.png,K
hsf_0_00267.png,K
hsf_0_00298.png,K
hsf_0_00299.png,K
hsf_0_00266.png,K
hsf_0_00272.png,K
hsf_0_00064.png,K
hsf_0_00070.png,K
hsf_0_00058.png,K
hsf_0_00110.png,K
hsf_0_00104.png,K
hsf_0_00138.png,K
hsf_0_00312.png,K
hsf_0_00306.png,K
hsf_0_00036.png,L
hsf_0_00022.png,L
hsf_0_00023.png,L
hsf_0_00021.png,L
hsf_0_00035.png,L
hsf_0_00009.png,L
hsf_0_00008.png,L
hsf_0_00034.png,L
hsf_0_00020.png,L
hsf_0_00018.png,L
hsf_0_00024.png,L
hsf_0_00030.png,L
hsf_0_00031.png,L
hsf_0_00025.png,L
hsf_0_00019.png,L
hsf_0_00033.png,L
hsf_0_00027.png,L
hsf_0_00026.png,L
hsf_0_00032.png,L
hsf_0_00017.png,L
hsf_0_00003.png,L
hsf_0_00002.png,L
hsf_0_00016.png,L
hsf_0_00000.png,L
hsf_0_00014.png,L
hsf_0_00028.png,L
hsf_0_00029.png,L
hsf_0_00015.png,L
hsf_0_00001.png,L
hsf_0_00005.png,L
hsf_0_00011.png,L
hsf_0_00010.png,L
hsf_0_00004.png,L
hsf_0_00012.png,L
hsf_0_00006.png,L
hsf_0_00007.png,L
hsf_0_00013.png,L
